SEQN,Grocery,Nonfood,Other,EatOut,Delivery
87989,600,5.40E-79,5.40E-79,80,5.40E-79
87990,59,5.40E-79,5.40E-79,5.40E-79,5.40E-79
87991,500,5.40E-79,100,300,100
87992,700,5.40E-79,5.40E-79,150,50
87993,500,5.40E-79,300,100,5.40E-79
87994,100,5.40E-79,800,600,5.40E-79
87995,600,50,100,50,5.40E-79
87996,550,5.40E-79,5.40E-79,150,5.40E-79
87997,,,,,
87998,5.40E-79,5.40E-79,400,5.40E-79,100
87999,5.40E-79,5.40E-79,600,300,100
88000,422,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88001,200,5.40E-79,200,120,5.40E-79
88002,800,100,200,300,5.40E-79
88003,250,150,100,5.40E-79,5.40E-79
88004,800,200,200,400,5.40E-79
88005,125,5.40E-79,240,50,5.40E-79
88006,514,85,5.40E-79,1071,150
88007,700,5.40E-79,5.40E-79,150,150
88008,200,5.40E-79,80,5.40E-79,5.40E-79
88009,500,5.40E-79,200,150,5.40E-79
88010,428,42,5.40E-79,175,5.40E-79
88011,550,175,10,130,5.40E-79
88012,2000,500,5.40E-79,400,5.40E-79
88013,700,5.40E-79,300,200,85
88014,642,5.40E-79,214,342,85
88015,1285,999999,257,200,214
88016,700,50,500,5.40E-79,50
88017,685,257,150,200,5.40E-79
88018,1000,5.40E-79,100,40,300
88019,642,128,100,200,60
88020,642,214,85,857,42
88021,307,5.40E-79,160,192,5.40E-79
88022,235,5.40E-79,20,5.40E-79,5.40E-79
88023,1000,200,200,500,300
88024,500,5.40E-79,100,240,120
88025,600,45,20,75,5.40E-79
88026,400,5.40E-79,128,257,5.40E-79
88027,1285,128,771,342,5.40E-79
88028,600,50,200,100,30
88029,5.40E-79,5.40E-79,514,214,5.40E-79
88030,400,200,642,200,5.40E-79
88031,600,200,150,300,5.40E-79
88032,642,171,5.40E-79,300,5.40E-79
88033,800,5.40E-79,5.40E-79,200,5.40E-79
88034,200,5.40E-79,40,25,5.40E-79
88035,1500,5.40E-79,51,100,100
88036,600,75,5.40E-79,500,5.40E-79
88037,1000,5.40E-79,200,200,100
88038,300,5.40E-79,150,100,5.40E-79
88039,400,5.40E-79,300,300,5.40E-79
88040,642,128,80,100,5.40E-79
88041,857,5.40E-79,5.40E-79,50,5.40E-79
88042,,,,,
88043,650,5.40E-79,128,5.40E-79,5.40E-79
88044,300,5.40E-79,160,50,30
88045,5.40E-79,5.40E-79,171,240,5.40E-79
88046,5.40E-79,5.40E-79,300,214,5.40E-79
88047,400,5.40E-79,5.40E-79,100,5.40E-79
88048,150,5.40E-79,550,250,5.40E-79
88049,250,5.40E-79,60,40,5.40E-79
88050,428,5.40E-79,642,999999,999999
88051,514,5.40E-79,128,150,5.40E-79
88052,600,300,5.40E-79,40,5.40E-79
88053,750,100,5.40E-79,100,5.40E-79
88054,150,5.40E-79,5.40E-79,200,200
88055,200,30,150,428,5.40E-79
88056,1000,200,150,100,50
88057,2142,1285,1285,857,214
88058,278,64,214,128,5.40E-79
88059,400,5.40E-79,5.40E-79,25,11
88060,320,70,5.40E-79,200,50
88061,400,5.40E-79,1125,5.40E-79,80
88062,300,5.40E-79,5.40E-79,20,20
88063,1000,5.40E-79,5.40E-79,999999,5.40E-79
88064,150,5.40E-79,5.40E-79,9,5.40E-79
88065,200,50,200,5.40E-79,50
88066,400,30,100,150,5.40E-79
88067,857,214,128,300,100
88068,642,5.40E-79,100,128,5.40E-79
88069,125,5.40E-79,5.40E-79,75,5.40E-79
88070,300,5.40E-79,300,5.40E-79,5.40E-79
88071,400,5.40E-79,5.40E-79,171,20
88072,300,50,5.40E-79,40,5.40E-79
88073,999999,999999,999999,999999,5.40E-79
88074,428,85,5.40E-79,257,5.40E-79
88075,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88076,1285,5.40E-79,5.40E-79,200,50
88077,300,5.40E-79,100,60,70
88078,642,5.40E-79,5.40E-79,300,5.40E-79
88079,214,5.40E-79,180,5.40E-79,20
88080,600,100,300,50,20
88081,500,75,20,300,5.40E-79
88082,500,175,5.40E-79,150,50
88083,250,40,30,40,5.40E-79
88084,800,85,5.40E-79,192,235
88085,857,5.40E-79,300,428,70
88086,600,5.40E-79,100,100,5.40E-79
88087,,,,,
88088,200,5.40E-79,200,25,25
88089,,,,,
88090,600,100,100,50,5.40E-79
88091,400,5.40E-79,5.40E-79,100,5.40E-79
88092,1071,5.40E-79,5.40E-79,214,5.40E-79
88093,700,5.40E-79,5.40E-79,400,5.40E-79
88094,400,5.40E-79,5.40E-79,200,999999
88095,857,5.40E-79,30,25,5.40E-79
88096,,,,,
88097,200,50,50,75,50
88098,999999,999999,5.40E-79,5.40E-79,5.40E-79
88099,350,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88100,600,100,5.40E-79,642,20
88101,642,5.40E-79,5.40E-79,100,30
88102,600,60,30,60,999999
88103,80,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88104,3560,5.40E-79,50,5.40E-79,85
88105,450,5.40E-79,80,120,5.40E-79
88106,1071,5.40E-79,100,257,342
88107,400,5.40E-79,200,150,150
88108,800,5.40E-79,5.40E-79,100,5.40E-79
88109,500,75,110,200,85
88110,400,5.40E-79,5.40E-79,100,5.40E-79
88111,214,5.40E-79,5.40E-79,50,5.40E-79
88112,100,30,300,160,30
88113,300,5.40E-79,5.40E-79,40,5.40E-79
88114,400,100,100,60,5.40E-79
88115,800,5.40E-79,5.40E-79,300,5.40E-79
88116,800,5.40E-79,42,100,15
88117,450,5.40E-79,50,50,5.40E-79
88118,200,5.40E-79,400,750,100
88119,642,214,85,857,42
88120,200,30,25,50,30
88121,1285,5.40E-79,642,300,5.40E-79
88122,200,5.40E-79,500,5.40E-79,5.40E-79
88123,300,85,20,150,5.40E-79
88124,600,5.40E-79,300,100,5.40E-79
88125,650,5.40E-79,5.40E-79,160,60
88126,500,5.40E-79,5.40E-79,5.40E-79,50
88127,300,50,35,60,5.40E-79
88128,300,30,10,25,5.40E-79
88129,857,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88130,400,30,60,100,25
88131,400,100,50,100,50
88132,300,5.40E-79,250,350,5.40E-79
88133,200,5.40E-79,100,50,5.40E-79
88134,75,42,5.40E-79,150,5.40E-79
88135,700,100,20,120,5.40E-79
88136,83,5.40E-79,20,1000,30
88137,250,60,40,5,5.40E-79
88138,200,5.40E-79,100,60,5.40E-79
88139,857,5.40E-79,857,5.40E-79,30
88140,300,5.40E-79,100,200,5.40E-79
88141,400,5.40E-79,10,100,5.40E-79
88142,300,5.40E-79,5.40E-79,60,20
88143,100,42,5.40E-79,428,5.40E-79
88144,400,25,30,30,10
88145,75,5.40E-79,25,40,5.40E-79
88146,857,214,214,100,100
88147,500,100,50,150,5.40E-79
88148,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88149,450,100,200,300,5.40E-79
88150,250,5.40E-79,70,50,100
88151,300,5.40E-79,5.40E-79,480,50
88152,5.40E-79,5.40E-79,500,40,5.40E-79
88153,,,,,
88154,200,50,100,100,20
88155,800,5.40E-79,5.40E-79,200,5.40E-79
88156,300,5.40E-79,200,100,40
88157,500,100,200,100,30
88158,145,5.40E-79,10,30,15
88159,5.40E-79,5.40E-79,400,200,107
88160,220,5.40E-79,5.40E-79,30,5.40E-79
88161,400,5.40E-79,5.40E-79,50,5.40E-79
88162,642,5.40E-79,128,214,50
88163,500,5.40E-79,171,42,5.40E-79
88164,700,100,100,5.40E-79,5.40E-79
88165,857,5.40E-79,5.40E-79,771,5.40E-79
88166,428,128,5.40E-79,171,171
88167,200,5.40E-79,15,2,5.40E-79
88168,600,100,300,700,5.40E-79
88169,400,200,200,200,5.40E-79
88170,100,5.40E-79,25,60,5.40E-79
88171,150,5.40E-79,500,5.40E-79,5.40E-79
88172,250,10,3,50,35
88173,200,5.40E-79,5.40E-79,200,5.40E-79
88174,200,5.40E-79,5.40E-79,100,5.40E-79
88175,1714,100,85,400,5.40E-79
88176,600,5.40E-79,5.40E-79,100,5.40E-79
88177,400,50,150,20,5.40E-79
88178,500,50,150,200,5.40E-79
88179,500,140,60,60,5.40E-79
88180,150,5.40E-79,150,100,50
88181,300,5.40E-79,214,400,5.40E-79
88182,600,50,20,200,100
88183,2142,1285,1285,857,214
88184,400,100,5.40E-79,150,50
88185,428,5.40E-79,214,5.40E-79,5.40E-79
88186,5.40E-79,5.40E-79,50,10,5.40E-79
88187,500,5.40E-79,5.40E-79,90,5.40E-79
88188,857,42,60,128,5.40E-79
88189,857,5.40E-79,5.40E-79,200,128
88190,700,5.40E-79,5.40E-79,150,150
88191,214,20,85,98,25
88192,260,5.40E-79,40,107,5.40E-79
88193,350,5.40E-79,100,257,40
88194,150,5.40E-79,5.40E-79,50,25
88195,250,5.40E-79,5.40E-79,60,5.40E-79
88196,5.40E-79,5.40E-79,5,30,5.40E-79
88197,250,40,50,60,5.40E-79
88198,278,5.40E-79,25,5.40E-79,5.40E-79
88199,300,40,100,50,5.40E-79
88200,600,75,125,200,100
88201,400,100,200,100,5.40E-79
88202,100,5.40E-79,400,350,40
88203,400,5.40E-79,5.40E-79,214,5.40E-79
88204,1000,300,200,300,50
88205,300,5.40E-79,100,50,50
88206,150,5.40E-79,100,200,5.40E-79
88207,400,100,100,50,5.40E-79
88208,300,20,100,50,20
88209,,,,,
88210,300,5.40E-79,150,80,20
88211,500,50,150,100,50
88212,800,300,342,150,5.40E-79
88213,300,50,200,75,5.40E-79
88214,500,5.40E-79,200,200,5.40E-79
88215,150,5.40E-79,5.40E-79,300,25
88216,425,5.40E-79,100,30,20
88217,800,5.40E-79,400,120,5.40E-79
88218,257,85,385,40,40
88219,200,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88220,350,30,5.40E-79,35,5.40E-79
88221,300,5.40E-79,300,50,5.40E-79
88222,300,5.40E-79,30,107,107
88223,428,5.40E-79,5.40E-79,30,5.40E-79
88224,550,100,200,80,5.40E-79
88225,857,5.40E-79,642,300,5.40E-79
88226,5.40E-79,5.40E-79,428,30,107
88227,300,5.40E-79,150,40,30
88228,400,5.40E-79,150,50,50
88229,642,5.40E-79,85,160,40
88230,800,5.40E-79,5.40E-79,999999,75
88231,200,20,25,15,5.40E-79
88232,300,50,5.40E-79,5.40E-79,5.40E-79
88233,200,5.40E-79,5.40E-79,100,20
88234,642,5.40E-79,171,30,5.40E-79
88235,1200,39,180,5.40E-79,60
88236,300,70,40,50,5.40E-79
88237,2800,5.40E-79,200,100,5.40E-79
88238,385,5.40E-79,64,107,5.40E-79
88239,428,85,5.40E-79,75,5.40E-79
88240,200,5.40E-79,120,25,5.40E-79
88241,150,5.40E-79,50,200,5.40E-79
88242,650,5.40E-79,150,40,5.40E-79
88243,400,5.40E-79,5.40E-79,42,5.40E-79
88244,400,5.40E-79,300,125,5.40E-79
88245,950,5.40E-79,300,50,50
88246,400,214,214,400,100
88247,600,5.40E-79,5.40E-79,120,5.40E-79
88248,500,5.40E-79,5.40E-79,500,5.40E-79
88249,400,5.40E-79,5.40E-79,5.40E-79,20
88250,800,5.40E-79,1285,300,30
88251,964,5.40E-79,428,300,128
88252,557,128,100,80,5.40E-79
88253,125,5.40E-79,64,5.40E-79,5.40E-79
88254,500,5.40E-79,300,5.40E-79,5.40E-79
88255,,,,,
88256,320,30,214,50,5.40E-79
88257,,,,,
88258,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88259,350,5.40E-79,250,5.40E-79,5.40E-79
88260,100,30,100,20,5.40E-79
88261,300,5.40E-79,100,60,5.40E-79
88262,350,50,5.40E-79,200,5.40E-79
88263,800,5.40E-79,400,300,100
88264,600,5.40E-79,5.40E-79,128,107
88265,257,5.40E-79,257,685,80
88266,700,5.40E-79,5.40E-79,30,70
88267,130,5.40E-79,50,300,5.40E-79
88268,650,5.40E-79,5.40E-79,160,60
88269,400,100,100,75,40
88270,428,5.40E-79,5.40E-79,685,5.40E-79
88271,600,5.40E-79,5.40E-79,200,100
88272,500,5.40E-79,5.40E-79,200,5.40E-79
88273,400,40,60,150,18
88274,200,5.40E-79,100,165,5.40E-79
88275,600,5.40E-79,200,80,5.40E-79
88276,120,5.40E-79,170,50,5.40E-79
88277,400,5.40E-79,5.40E-79,642,171
88278,1285,214,50,428,5.40E-79
88279,750,5.40E-79,300,125,250
88280,1000,300,400,400,5.40E-79
88281,300,5.40E-79,5.40E-79,100,5.40E-79
88282,5.40E-79,5.40E-79,385,85,5.40E-79
88283,500,5.40E-79,5.40E-79,100,100
88284,300,5.40E-79,100,128,128
88285,400,200,70,25,5.40E-79
88286,100,5.40E-79,5.40E-79,30,5.40E-79
88287,150,50,32,5.40E-79,5.40E-79
88288,600,5.40E-79,200,5.40E-79,5.40E-79
88289,400,20,5.40E-79,500,40
88290,850,100,200,100,30
88291,20,5.40E-79,50,40,5.40E-79
88292,700,100,200,200,5.40E-79
88293,75,5.40E-79,20,25,5.40E-79
88294,500,5.40E-79,5.40E-79,150,5.40E-79
88295,400,5.40E-79,600,5.40E-79,5.40E-79
88296,300,5.40E-79,20,5.40E-79,5.40E-79
88297,428,5.40E-79,5.40E-79,100,214
88298,300,5.40E-79,30,5.40E-79,5.40E-79
88299,300,30,150,200,30
88300,400,5.40E-79,100,90,40
88301,300,42,150,557,40
88302,350,5.40E-79,85,42,10
88303,600,100,150,100,5.40E-79
88304,500,30,20,100,5.40E-79
88305,557,40,150,100,5.40E-79
88306,771,5.40E-79,5.40E-79,257,5.40E-79
88307,600,50,100,10,200
88308,250,50,5.40E-79,120,30
88309,685,171,107,5.40E-79,128
88310,428,85,5.40E-79,5.40E-79,5.40E-79
88311,350,5.40E-79,50,25,5.40E-79
88312,700,150,20,60,5.40E-79
88313,300,5.40E-79,200,300,5.40E-79
88314,,,,,
88315,60,5.40E-79,200,214,85
88316,700,50,500,5.40E-79,50
88317,300,5.40E-79,50,150,50
88318,200,50,200,200,5.40E-79
88319,514,64,100,250,75
88320,400,50,642,100,999999
88321,300,5.40E-79,5.40E-79,75,5.40E-79
88322,110,5.40E-79,1500,60,30
88323,1000,100,100,300,100
88324,,,,,
88325,500,5.40E-79,200,300,5.40E-79
88326,,,,,
88327,200,100,30,150,50
88328,,,,,
88329,260,5.40E-79,125,5.40E-79,5.40E-79
88330,300,5.40E-79,30,5.40E-79,5.40E-79
88331,600,200,150,300,5.40E-79
88332,857,5.40E-79,5.40E-79,428,5.40E-79
88333,642,30,214,999999,70
88334,642,5.40E-79,150,30,50
88335,700,150,5.40E-79,200,5.40E-79
88336,300,75,100,100,50
88337,1000,300,400,400,5.40E-79
88338,5.40E-79,5.40E-79,500,171,5.40E-79
88339,500,5.40E-79,40,120,30
88340,535,5.40E-79,5.40E-79,171,5.40E-79
88341,400,5.40E-79,5.40E-79,40,5.40E-79
88342,500,5.40E-79,5.40E-79,100,5.40E-79
88343,800,100,200,214,5.40E-79
88344,160,30,5.40E-79,10,5.40E-79
88345,428,5.40E-79,200,5.40E-79,5.40E-79
88346,428,85,5.40E-79,50,5.40E-79
88347,600,5.40E-79,200,100,50
88348,150,20,100,5.40E-79,50
88349,600,5.40E-79,250,200,5.40E-79
88350,350,5.40E-79,5.40E-79,150,100
88351,400,30,5.40E-79,5.40E-79,32
88352,200,40,70,20,40
88353,428,128,214,171,5.40E-79
88354,422,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88355,450,100,200,300,5.40E-79
88356,200,30,150,240,80
88357,642,5.40E-79,771,5.40E-79,5.40E-79
88358,428,5.40E-79,5.40E-79,300,5.40E-79
88359,450,5.40E-79,50,70,50
88360,999999,999999,428,999999,999999
88361,400,15,150,200,40
88362,1500,5.40E-79,51,100,100
88363,1400,5.40E-79,200,100,5.40E-79
88364,600,5.40E-79,150,5.40E-79,5.40E-79
88365,200,5.40E-79,20,20,20
88366,1071,5.40E-79,5.40E-79,214,5.40E-79
88367,300,5.40E-79,10,5.40E-79,5.40E-79
88368,400,5.40E-79,200,5.40E-79,5.40E-79
88369,600,5.40E-79,5.40E-79,200,100
88370,150,5.40E-79,5.40E-79,10,5.40E-79
88371,500,5.40E-79,5.40E-79,50,5.40E-79
88372,1285,20,25,250,50
88373,360,30,50,125,5.40E-79
88374,60,10,30,30,20
88375,200,5.40E-79,140,70,60
88376,300,5.40E-79,50,50,5.40E-79
88377,685,40,70,171,100
88378,500,5.40E-79,50,17,5.40E-79
88379,5.40E-79,5.40E-79,514,200,5.40E-79
88380,900,150,5.40E-79,100,40
88381,500,5.40E-79,200,100,30
88382,350,60,100,100,56
88383,400,5.40E-79,100,100,50
88384,500,20,500,50,50
88385,300,5.40E-79,300,100,400
88386,800,5.40E-79,200,200,160
88387,400,100,100,50,50
88388,200,20,100,40,5.40E-79
88389,250,80,50,40,5.40E-79
88390,500,5.40E-79,214,200,128
88391,800,100,100,50,5.40E-79
88392,1200,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88393,150,40,60,300,5.40E-79
88394,250,5.40E-79,80,60,50
88395,200,50,5.40E-79,200,5.40E-79
88396,400,5.40E-79,5.40E-79,5.40E-79,100
88397,857,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88398,230,5.40E-79,5.40E-79,364,90
88399,300,30,214,257,100
88400,150,30,5.40E-79,50,5.40E-79
88401,300,5.40E-79,5.40E-79,60,60
88402,450,5.40E-79,150,115,30
88403,1285,5.40E-79,5.40E-79,200,50
88404,300,75,60,5.40E-79,5.40E-79
88405,2000,5.40E-79,400,200,5.40E-79
88406,250,30,200,128,20
88407,428,5.40E-79,5.40E-79,100,5.40E-79
88408,642,5.40E-79,85,21,5.40E-79
88409,1500,5.40E-79,51,100,100
88410,250,5.40E-79,5.40E-79,40,5.40E-79
88411,250,30,40,214,5.40E-79
88412,400,5.40E-79,40,100,40
88413,600,5.40E-79,300,5.40E-79,5.40E-79
88414,5.40E-79,5.40E-79,220,6,5.40E-79
88415,642,85,5.40E-79,400,40
88416,600,100,50,200,5.40E-79
88417,128,21,5.40E-79,428,128
88418,700,100,600,40,28
88419,950,250,300,50,5.40E-79
88420,250,50,5.40E-79,5.40E-79,40
88421,,,,,
88422,150,20,50,25,5.40E-79
88423,400,5.40E-79,428,214,214
88424,336,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88425,550,75,75,350,5.40E-79
88426,300,100,5.40E-79,5.40E-79,5.40E-79
88427,800,300,200,250,50
88428,557,85,214,50,5.40E-79
88429,428,100,5.40E-79,200,5.40E-79
88430,500,50,5.40E-79,500,5.40E-79
88431,400,5.40E-79,5.40E-79,240,5.40E-79
88432,275,5.40E-79,100,450,5.40E-79
88433,650,30,5.40E-79,150,5.40E-79
88434,250,10,3,50,35
88435,731,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88436,128,5.40E-79,5.40E-79,75,5.40E-79
88437,400,5.40E-79,100,50,5.40E-79
88438,300,5.40E-79,100,85,20
88439,400,25,70,321,107
88440,300,5.40E-79,5.40E-79,40,5.40E-79
88441,500,5.40E-79,5.40E-79,150,5.40E-79
88442,428,64,642,150,5.40E-79
88443,300,5.40E-79,100,214,5.40E-79
88444,1200,50,5.40E-79,100,60
88445,150,5.40E-79,5.40E-79,300,5.40E-79
88446,600,100,100,160,30
88447,800,100,200,214,5.40E-79
88448,400,10,5.40E-79,100,5.40E-79
88449,200,5.40E-79,219,214,5.40E-79
88450,850,100,5.40E-79,500,100
88451,700,5.40E-79,214,342,5.40E-79
88452,450,5.40E-79,80,150,5.40E-79
88453,400,5.40E-79,300,300,5.40E-79
88454,600,50,100,150,50
88455,100,5.40E-79,107,50,25
88456,428,5.40E-79,85,128,171
88457,300,5.40E-79,200,300,200
88458,550,5.40E-79,110,342,40
88459,535,60,128,30,5.40E-79
88460,650,30,5.40E-79,150,5.40E-79
88461,600,5.40E-79,100,400,50
88462,600,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88463,700,5.40E-79,100,75,5.40E-79
88464,250,40,30,100,5.40E-79
88465,600,5.40E-79,200,400,60
88466,1285,5.40E-79,642,342,5.40E-79
88467,500,5.40E-79,200,200,5.40E-79
88468,800,200,5.40E-79,130,100
88469,1285,428,428,1285,857
88470,600,5.40E-79,5.40E-79,200,50
88471,400,5.40E-79,999999,942,125
88472,250,5.40E-79,250,150,150
88473,280,25,30,40,20
88474,100,5.40E-79,400,107,5.40E-79
88475,,,,,
88476,400,100,200,100,5.40E-79
88477,1200,5.40E-79,1200,200,50
88478,6428,5.40E-79,300,5.40E-79,5.40E-79
88479,214,30,20,40,5.40E-79
88480,200,5.40E-79,40,85,85
88481,400,150,50,250,20
88482,200,5.40E-79,300,200,150
88483,500,200,100,100,5.40E-79
88484,326,5.40E-79,5.40E-79,100,5.40E-79
88485,700,5.40E-79,5.40E-79,300,5.40E-79
88486,857,5.40E-79,857,200,200
88487,250,5.40E-79,100,857,50
88488,600,60,600,5.40E-79,5.40E-79
88489,800,100,5.40E-79,500,5.40E-79
88490,800,100,5.40E-79,200,5.40E-79
88491,1071,257,50,150,70
88492,685,40,70,171,100
88493,700,60,5.40E-79,100,5.40E-79
88494,428,214,728,171,64
88495,942,5.40E-79,120,160,5.40E-79
88496,5.40E-79,5.40E-79,350,100,5.40E-79
88497,350,75,200,250,5.40E-79
88498,2142,1285,1285,857,214
88499,600,5.40E-79,200,150,50
88500,,,,,
88501,300,5.40E-79,20,80,5.40E-79
88502,300,5.40E-79,100,200,5.40E-79
88503,300,40,100,50,5.40E-79
88504,800,5.40E-79,100,100,5.40E-79
88505,600,100,5.40E-79,20,5.40E-79
88506,1000,200,5.40E-79,200,5.40E-79
88507,642,5.40E-79,80,60,5.40E-79
88508,400,100,200,500,50
88509,1714,642,300,200,5.40E-79
88510,900,240,30,520,5.40E-79
88511,300,5.40E-79,200,200,100
88512,400,5.40E-79,214,100,5.40E-79
88513,42,5.40E-79,85,5.40E-79,5.40E-79
88514,350,50,150,60,5.40E-79
88515,350,128,20,225,25
88516,5.40E-79,5.40E-79,300,50,20
88517,2200,200,5.40E-79,585,5.40E-79
88518,600,5.40E-79,5.40E-79,60,30
88519,428,5.40E-79,120,128,30
88520,500,5.40E-79,80,200,50
88521,400,50,400,5.40E-79,5.40E-79
88522,300,100,50,300,200
88523,450,120,75,100,5.40E-79
88524,300,5.40E-79,50,200,5.40E-79
88525,500,5.40E-79,642,5.40E-79,5.40E-79
88526,150,20,80,100,5.40E-79
88527,200,25,50,5.40E-79,128
88528,,,,,
88529,428,85,5.40E-79,257,5.40E-79
88530,400,5.40E-79,100,50,5.40E-79
88531,550,5.40E-79,5.40E-79,150,5.40E-79
88532,400,5.40E-79,5.40E-79,100,20
88533,428,5.40E-79,214,120,5.40E-79
88534,731,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88535,514,85,214,60,5.40E-79
88536,300,5.40E-79,642,257,100
88537,200,85,5.40E-79,25,40
88538,300,5.40E-79,107,107,5.40E-79
88539,600,5.40E-79,600,200,60
88540,500,5.40E-79,40,15,5.40E-79
88541,300,5.40E-79,250,350,5.40E-79
88542,250,25,70,400,5.40E-79
88543,214,5.40E-79,42,999999,999999
88544,450,5.40E-79,300,100,5.40E-79
88545,240,5.40E-79,30,5.40E-79,5.40E-79
88546,500,50,50,50,5.40E-79
88547,400,5.40E-79,45,5.40E-79,5.40E-79
88548,400,50,5.40E-79,100,20
88549,200,50,5.40E-79,50,100
88550,632,5.40E-79,85,30,5.40E-79
88551,500,5.40E-79,200,100,100
88552,400,5.40E-79,250,400,5.40E-79
88553,250,25,5.40E-79,214,32
88554,642,128,171,257,5.40E-79
88555,1714,642,300,200,5.40E-79
88556,600,50,25,150,5.40E-79
88557,5.40E-79,5.40E-79,500,100,100
88558,400,40,60,150,18
88559,200,50,128,150,75
88560,100,10,50,50,20
88561,200,50,5.40E-79,50,5.40E-79
88562,200,5.40E-79,400,100,5.40E-79
88563,100,20,600,350,30
88564,300,5.40E-79,50,100,5.40E-79
88565,600,5.40E-79,50,100,30
88566,350,5.40E-79,5.40E-79,80,5.40E-79
88567,300,5.40E-79,5.40E-79,200,5.40E-79
88568,600,5.40E-79,400,200,5.40E-79
88569,500,5.40E-79,300,100,5.40E-79
88570,428,64,42,300,42
88571,75,5.40E-79,20,20,5.40E-79
88572,200,5.40E-79,128,15,64
88573,400,5.40E-79,5.40E-79,5.40E-79,20
88574,200,30,100,400,120
88575,500,50,100,900,75
88576,642,85,100,171,85
88577,700,150,5.40E-79,200,5.40E-79
88578,500,5.40E-79,5.40E-79,150,5.40E-79
88579,25,5.40E-79,400,175,5.40E-79
88580,428,85,5.40E-79,5.40E-79,5.40E-79
88581,557,5.40E-79,5.40E-79,50,5.40E-79
88582,200,5.40E-79,400,5.40E-79,60
88583,350,5.40E-79,450,128,5.40E-79
88584,336,5.40E-79,5.40E-79,20,5.40E-79
88585,600,50,200,200,5.40E-79
88586,857,5.40E-79,2142,642,50
88587,428,5.40E-79,128,5.40E-79,5.40E-79
88588,150,30,5.40E-79,20,5.40E-79
88589,550,5.40E-79,200,150,5.40E-79
88590,500,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88591,857,5.40E-79,428,257,5.40E-79
88592,800,5.40E-79,50,500,35
88593,160,5.40E-79,5.40E-79,75,5.40E-79
88594,800,200,5.40E-79,400,40
88595,320,30,100,20,5.40E-79
88596,5.40E-79,5.40E-79,1000,500,85
88597,200,50,40,80,40
88598,250,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88599,85,5.40E-79,5.40E-79,30,5.40E-79
88600,600,5.40E-79,100,150,85
88601,5.40E-79,5.40E-79,600,150,5.40E-79
88602,300,5.40E-79,5.40E-79,130,5.40E-79
88603,500,5.40E-79,200,150,5.40E-79
88604,700,5.40E-79,5.40E-79,150,50
88605,1000,200,50,100,40
88606,350,5.40E-79,10,20,42
88607,350,5.40E-79,100,150,50
88608,200,5.40E-79,200,25,25
88609,150,5.40E-79,100,500,5.40E-79
88610,857,5.40E-79,5.40E-79,214,5.40E-79
88611,257,5.40E-79,642,999999,171
88612,300,5.40E-79,100,80,5.40E-79
88613,,,,,
88614,400,30,100,150,5.40E-79
88615,400,50,300,321,75
88616,750,214,5.40E-79,500,5.40E-79
88617,700,200,150,300,50
88618,493,5.40E-79,200,50,50
88619,300,5.40E-79,5.40E-79,30,5.40E-79
88620,200,5.40E-79,300,100,5.40E-79
88621,500,5.40E-79,300,50,5.40E-79
88622,600,5.40E-79,5.40E-79,200,5.40E-79
88623,250,128,5.40E-79,428,60
88624,1100,200,100,400,5.40E-79
88625,100,5.40E-79,200,100,50
88626,250,25,5.40E-79,250,25
88627,450,5.40E-79,50,50,5.40E-79
88628,385,5.40E-79,385,428,5.40E-79
88629,600,5.40E-79,250,250,100
88630,428,5.40E-79,200,1071,5.40E-79
88631,150,20,15,1500,100
88632,5.40E-79,5.40E-79,300,50,20
88633,150,5.40E-79,80,85,5.40E-79
88634,350,5.40E-79,150,128,5.40E-79
88635,200,5.40E-79,999999,999999,30
88636,80,5.40E-79,120,20,5.40E-79
88637,400,100,5.40E-79,200,100
88638,300,5.40E-79,60,999999,999999
88639,600,45,20,75,5.40E-79
88640,300,5.40E-79,50,200,5.40E-79
88641,321,999999,5.40E-79,25,5.40E-79
88642,400,5.40E-79,50,80,5.40E-79
88643,350,5.40E-79,5.40E-79,150,100
88644,400,100,128,428,40
88645,600,50,50,400,5.40E-79
88646,60,5.40E-79,5.40E-79,30,5.40E-79
88647,300,5.40E-79,100,20,5.40E-79
88648,300,5.40E-79,5.40E-79,200,5.40E-79
88649,800,5.40E-79,200,100,5.40E-79
88650,128,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88651,600,100,80,100,20
88652,,,,,
88653,250,40,60,50,5.40E-79
88654,700,5.40E-79,5.40E-79,100,5.40E-79
88655,200,5.40E-79,400,100,5.40E-79
