SEQN,Grocery,Nonfood,Other,EatOut,Delivery
85777,171,5.40E-79,999999,999999,999999
85778,214,85,5.40E-79,85,5.40E-79
85779,1714,5.40E-79,428,257,200
85780,857,5.40E-79,5.40E-79,214,214
85781,400,5.40E-79,600,50,5.40E-79
85782,400,20,80,70,25
85783,120,40,40,20,30
85784,700,5.40E-79,5.40E-79,400,5.40E-79
85785,857,5.40E-79,5.40E-79,428,5.40E-79
85786,600,5.40E-79,100,250,5.40E-79
85787,1500,214,107,171,171
85788,400,5.40E-79,200,100,20
85789,650,5.40E-79,5.40E-79,160,60
85790,500,5.40E-79,20,5.40E-79,5.40E-79
85791,450,5.40E-79,30,100,30
85792,200,5.40E-79,5.40E-79,200,5.40E-79
85793,400,5.40E-79,100,100,5.40E-79
85794,300,5.40E-79,100,60,70
85795,,,,,
85796,321,5.40E-79,100,100,5.40E-79
85797,300,50,5.40E-79,150,50
85798,428,5.40E-79,107,50,20
85799,422,5.40E-79,5.40E-79,5.40E-79,5.40E-79
85800,300,60,100,200,100
85801,250,100,5.40E-79,100,5.40E-79
85802,600,5.40E-79,100,5.40E-79,25
85803,197,42,214,107,23
85804,400,150,5.40E-79,5.40E-79,5.40E-79
85805,,,,,
85806,200,5.40E-79,100,150,50
85807,214,5.40E-79,85,85,128
85808,130,40,5.40E-79,10,5.40E-79
85809,600,50,20,100,5.40E-79
85810,1071,257,50,150,70
85811,350,5.40E-79,400,300,100
85812,250,5.40E-79,100,342,30
85813,500,999999,100,342,5.40E-79
85814,250,5.40E-79,100,100,60
85815,400,30,5.40E-79,150,20
85816,350,60,130,257,5.40E-79
85817,120,5.40E-79,20,50,5.40E-79
85818,800,200,5.40E-79,5.40E-79,5.40E-79
85819,500,5.40E-79,5.40E-79,100,5.40E-79
85820,400,100,5.40E-79,200,5.40E-79
85821,300,5.40E-79,30,20,5.40E-79
85822,642,25,30,75,5.40E-79
85823,400,200,642,200,5.40E-79
85824,1714,5.40E-79,200,300,128
85825,214,10,128,754,5.40E-79
85826,600,5.40E-79,5.40E-79,5.40E-79,5.40E-79
85827,400,5.40E-79,40,200,5.40E-79
85828,800,128,120,40,15
85829,400,5.40E-79,50,5.40E-79,5.40E-79
85830,350,50,20,280,5.40E-79
85831,200,5.40E-79,90,30,5.40E-79
85832,500,5.40E-79,5.40E-79,200,5.40E-79
85833,857,5.40E-79,5.40E-79,999999,50
85834,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
85835,,,,,
85836,642,257,300,5.40E-79,128
85837,514,5.40E-79,5.40E-79,5.40E-79,5.40E-79
85838,100,5.40E-79,600,100,5.40E-79
85839,285,5.40E-79,5.40E-79,60,5.40E-79
85840,600,75,125,200,100
85841,1000,200,25,300,100
85842,150,60,128,192,35
85843,400,5.40E-79,400,50,5.40E-79
85844,400,50,50,64,20
85845,,,,,
85846,1000,100,5.40E-79,300,5.40E-79
85847,500,5.40E-79,5.40E-79,200,5.40E-79
85848,700,5.40E-79,5.40E-79,500,50
85849,300,5.40E-79,100,200,30
85850,535,60,128,30,5.40E-79
85851,400,38,5.40E-79,5.40E-79,5.40E-79
85852,500,5.40E-79,20,20,5.40E-79
85853,350,5.40E-79,45,257,5.40E-79
85854,600,100,80,100,20
85855,150,5.40E-79,62,30,5.40E-79
85856,1200,50,5.40E-79,100,60
85857,550,100,5.40E-79,200,5.40E-79
85858,150,5.40E-79,5.40E-79,80,5.40E-79
85859,400,5.40E-79,5.40E-79,100,5.40E-79
85860,400,5.40E-79,200,250,5.40E-79
85861,800,100,5.40E-79,300,50
85862,428,5.40E-79,428,128,85
85863,250,5.40E-79,5.40E-79,5.40E-79,5.40E-79
85864,400,30,300,60,20
85865,800,50,50,200,60
85866,650,5.40E-79,400,100,5.40E-79
85867,400,5.40E-79,100,999999,25
85868,800,5.40E-79,100,5.40E-79,5.40E-79
85869,100,5.40E-79,642,5.40E-79,5.40E-79
85870,642,214,21,5.40E-79,5.40E-79
85871,650,5.40E-79,150,40,5.40E-79
85872,,,,,
85873,5.40E-79,5.40E-79,350,40,5.40E-79
85874,600,5.40E-79,100,200,5.40E-79
85875,214,5.40E-79,5.40E-79,171,85
85876,800,200,5.40E-79,400,40
85877,400,5.40E-79,428,214,214
85878,171,5.40E-79,85,257,85
85879,500,50,150,200,5.40E-79
85880,5.40E-79,5.40E-79,300,40,535
85881,400,5.40E-79,200,250,5.40E-79
85882,400,5.40E-79,60,25,9
85883,500,5.40E-79,200,100,50
85884,428,5.40E-79,5.40E-79,100,214
85885,100,30,150,4,5.40E-79
85886,120,5.40E-79,5.40E-79,200,30
85887,80,5.40E-79,30,5.40E-79,5.40E-79
85888,1285,5.40E-79,5.40E-79,428,5.40E-79
85889,200,5.40E-79,5.40E-79,200,5.40E-79
85890,1000,5.40E-79,200,500,50
85891,300,30,5.40E-79,50,5.40E-79
85892,,,,,
85893,514,171,40,120,5.40E-79
85894,550,150,150,857,5.40E-79
85895,425,5.40E-79,100,30,20
85896,450,5.40E-79,5.40E-79,999999,5.40E-79
85897,800,5.40E-79,300,40,40
85898,300,150,5.40E-79,50,50
85899,400,60,70,70,5.40E-79
85900,342,5.40E-79,999999,5.40E-79,5.40E-79
85901,800,5.40E-79,200,200,5.40E-79
85902,1000,5.40E-79,200,200,100
85903,400,5.40E-79,5.40E-79,5.40E-79,20
85904,194,45,70,75,35
85905,200,50,20,150,50
85906,400,40,100,35,20
85907,800,25,25,100,5.40E-79
85908,857,5.40E-79,5.40E-79,5.40E-79,5.40E-79
85909,857,100,5.40E-79,100,5.40E-79
85910,857,5.40E-79,5.40E-79,428,85
85911,321,5.40E-79,107,85,85
85912,150,50,32,5.40E-79,5.40E-79
85913,1071,171,150,300,75
85914,400,100,200,200,5.40E-79
85915,450,30,30,30,20
85916,642,5.40E-79,428,150,5.40E-79
85917,150,5.40E-79,50,600,600
85918,999999,999999,200,642,100
85919,857,214,100,200,30
85920,250,5.40E-79,5.40E-79,150,5.40E-79
85921,250,25,5.40E-79,400,5.40E-79
85922,642,171,428,257,128
85923,400,5.40E-79,100,90,40
85924,2000,500,5.40E-79,400,5.40E-79
85925,300,50,5.40E-79,5.40E-79,5.40E-79
85926,600,5.40E-79,5.40E-79,100,5.40E-79
85927,400,5.40E-79,5.40E-79,200,70
85928,428,42,85,70,5.40E-79
85929,500,5.40E-79,5.40E-79,150,5.40E-79
85930,257,42,278,100,5.40E-79
85931,50,5.40E-79,25,40,5.40E-79
85932,428,64,64,5.40E-79,5.40E-79
85933,514,171,5.40E-79,128,5.40E-79
85934,400,5.40E-79,200,50,5.40E-79
85935,100,5.40E-79,5.40E-79,5.40E-79,5.40E-79
85936,300,50,30,5.40E-79,20
85937,300,30,5.40E-79,90,60
85938,500,5.40E-79,200,100,5.40E-79
85939,400,5.40E-79,5.40E-79,100,50
85940,550,5.40E-79,5.40E-79,200,5.40E-79
85941,500,200,25,15,40
85942,5.40E-79,5.40E-79,500,100,5.40E-79
85943,257,85,40,80,30
85944,500,5.40E-79,200,100,50
85945,600,200,150,300,5.40E-79
85946,300,5.40E-79,200,100,5.40E-79
85947,200,5.40E-79,45,20,60
85948,250,75,150,50,50
85949,500,100,5.40E-79,40,5.40E-79
85950,400,5.40E-79,300,300,5.40E-79
85951,500,5.40E-79,5.40E-79,200,150
85952,800,5.40E-79,200,90,5.40E-79
85953,400,5.40E-79,5.40E-79,150,5.40E-79
85954,,,,,
85955,350,50,5.40E-79,50,5.40E-79
85956,300,5.40E-79,70,40,5.40E-79
85957,500,30,15,5.40E-79,10
85958,214,5.40E-79,30,50,30
85959,600,100,100,100,50
85960,900,100,5.40E-79,5.40E-79,5.40E-79
85961,240,5.40E-79,460,492,5.40E-79
85962,600,100,150,300,75
85963,278,64,214,128,5.40E-79
85964,500,100,125,200,5.40E-79
85965,771,5.40E-79,5.40E-79,5.40E-79,5.40E-79
85966,800,5.40E-79,200,642,5.40E-79
85967,300,5.40E-79,5.40E-79,200,5.40E-79
85968,107,50,5.40E-79,58,25
85969,428,5.40E-79,642,999999,999999
85970,600,5.40E-79,200,5.40E-79,20
85971,428,5.40E-79,214,5.40E-79,5.40E-79
85972,250,5.40E-79,150,60,25
85973,600,5.40E-79,5.40E-79,60,999999
85974,,,,,
85975,600,214,100,200,50
85976,428,5.40E-79,642,999999,999999
85977,600,5.40E-79,200,400,60
85978,428,5.40E-79,200,1071,5.40E-79
85979,857,5.40E-79,857,200,200
85980,300,5.40E-79,5.40E-79,200,5.40E-79
85981,400,5.40E-79,5.40E-79,100,5.40E-79
85982,700,5.40E-79,200,100,100
85983,5.40E-79,5.40E-79,300,5.40E-79,214
85984,428,5.40E-79,214,200,75
85985,300,5.40E-79,200,300,100
85986,400,107,999999,5.40E-79,5.40E-79
85987,550,75,75,350,5.40E-79
85988,857,214,857,428,5.40E-79
85989,,,,,
85990,600,5.40E-79,40,400,5.40E-79
85991,450,5.40E-79,100,100,999999
85992,700,5.40E-79,5.40E-79,80,30
85993,500,5.40E-79,200,50,20
85994,800,5.40E-79,300,400,50
85995,500,5.40E-79,200,200,5.40E-79
85996,300,5.40E-79,200,200,100
85997,342,5.40E-79,15,300,5.40E-79
85998,500,5.40E-79,200,50,5.40E-79
85999,100,30,300,160,30
86000,250,5.40E-79,100,342,30
86001,1400,5.40E-79,5.40E-79,85,85
86002,194,45,70,75,35
86003,50,5.40E-79,5.40E-79,5.40E-79,22
86004,200,5.40E-79,321,321,5.40E-79
86005,1000,200,5.40E-79,200,5.40E-79
86006,500,5.40E-79,5.40E-79,200,5.40E-79
86007,600,60,100,100,100
86008,300,5.40E-79,100,30,5.40E-79
86009,800,5.40E-79,200,100,5.40E-79
86010,200,5.40E-79,5.40E-79,5.40E-79,27
86011,1000,5.40E-79,300,500,5.40E-79
86012,400,5.40E-79,20,5.40E-79,5.40E-79
86013,800,5.40E-79,5.40E-79,999999,5.40E-79
86014,700,150,5.40E-79,100,100
86015,535,85,5.40E-79,214,128
86016,800,100,150,200,50
86017,200,5.40E-79,100,5.40E-79,5.40E-79
86018,600,20,200,200,5.40E-79
86019,300,5.40E-79,100,200,5.40E-79
86020,800,200,100,200,20
86021,257,85,85,214,5.40E-79
86022,300,5.40E-79,200,200,30
86023,400,5.40E-79,857,428,5.40E-79
86024,500,5.40E-79,200,100,5.40E-79
86025,642,5.40E-79,85,214,428
86026,857,300,214,50,5.40E-79
86027,500,100,5.40E-79,50,5.40E-79
86028,214,5.40E-79,80,30,5.40E-79
86029,300,5.40E-79,75,100,50
86030,200,5.40E-79,5.40E-79,40,40
86031,685,5.40E-79,428,214,214
86032,428,5.40E-79,128,5.40E-79,5.40E-79
86033,600,5.40E-79,100,5.40E-79,25
86034,1100,40,100,80,170
86035,500,100,200,321,214
86036,300,5.40E-79,300,5.40E-79,5.40E-79
86037,800,100,100,300,100
86038,700,5.40E-79,400,100,50
86039,400,30,5.40E-79,100,5.40E-79
86040,214,128,85,42,5.40E-79
86041,1071,5.40E-79,257,321,5.40E-79
86042,425,5.40E-79,100,30,20
86043,200,171,214,128,128
86044,250,50,5.40E-79,25,5.40E-79
86045,857,100,5.40E-79,100,5.40E-79
86046,400,5.40E-79,5.40E-79,40,40
86047,200,35,5.40E-79,50,5.40E-79
86048,257,5.40E-79,20,20,5.40E-79
86049,562,5.40E-79,42,60,5.40E-79
86050,740,5.40E-79,107,20,20
86051,999999,999999,999999,999999,999999
86052,300,5.40E-79,5.40E-79,17,5.40E-79
86053,900,100,240,800,300
86054,,,,,
86055,642,5.40E-79,25,100,5.40E-79
86056,900,200,5.40E-79,120,5.40E-79
86057,1071,171,150,300,75
86058,200,50,50,150,5.40E-79
86059,200,5.40E-79,5.40E-79,100,20
86060,428,20,5.40E-79,20,5.40E-79
86061,500,100,100,200,100
86062,300,5.40E-79,25,150,5.40E-79
86063,1200,150,214,500,5.40E-79
86064,400,5.40E-79,40,200,5.40E-79
86065,150,5.40E-79,5.40E-79,250,60
86066,550,5.40E-79,5.40E-79,150,5.40E-79
86067,400,5.40E-79,5.40E-79,100,5.40E-79
86068,530,50,100,128,130
86069,150,30,5.40E-79,20,5.40E-79
86070,312,5.40E-79,5.40E-79,40,5.40E-79
86071,535,60,128,30,5.40E-79
86072,,,,,
86073,428,5.40E-79,642,128,5.40E-79
86074,200,5.40E-79,5.40E-79,20,5.40E-79
86075,200,40,60,100,20
86076,180,5.40E-79,70,30,5.40E-79
86077,27,5,5.40E-79,5.40E-79,5.40E-79
86078,300,5.40E-79,200,10,5.40E-79
86079,1000,5.40E-79,5.40E-79,50,5.40E-79
86080,800,200,5.40E-79,5.40E-79,5.40E-79
86081,600,5.40E-79,50,70,5.40E-79
86082,428,5.40E-79,100,60,5.40E-79
86083,175,75,50,75,25
86084,350,5.40E-79,20,150,20
86085,857,5.40E-79,428,128,5.40E-79
86086,200,5.40E-79,999999,5.40E-79,5.40E-79
86087,300,5.40E-79,150,200,50
86088,535,5.40E-79,85,85,5.40E-79
86089,1200,200,999999,24,5.40E-79
86090,600,5.40E-79,200,150,50
86091,428,257,214,5.40E-79,5.40E-79
86092,600,60,5.40E-79,200,5.40E-79
86093,428,80,200,400,100
86094,100,5.40E-79,600,100,5.40E-79
86095,700,50,500,5.40E-79,50
86096,428,5.40E-79,42,400,5.40E-79
86097,300,42,5.40E-79,5.40E-79,5.40E-79
86098,400,5.40E-79,100,150,5.40E-79
86099,1000,5.40E-79,80,514,5.40E-79
86100,325,5.40E-79,325,85,5.40E-79
86101,700,5.40E-79,5.40E-79,500,50
86102,5.40E-79,5.40E-79,120,8,40
86103,200,5.40E-79,500,200,5.40E-79
86104,100,5.40E-79,5.40E-79,5.40E-79,5.40E-79
86105,350,5.40E-79,5.40E-79,45,25
86106,600,5.40E-79,200,50,100
86107,525,200,150,100,100
86108,100,5.40E-79,500,214,30
86109,428,64,42,300,42
86110,200,5.40E-79,5.40E-79,300,100
86111,100,5.40E-79,300,250,5.40E-79
86112,220,107,5.40E-79,5.40E-79,5.40E-79
86113,857,5.40E-79,200,400,100
86114,1285,5.40E-79,642,342,5.40E-79
86115,1000,200,100,200,30
86116,999999,999999,999999,999999,999999
86117,300,60,100,30,30
86118,200,5.40E-79,20,5.40E-79,5.40E-79
86119,740,5.40E-79,107,20,20
86120,300,5.40E-79,100,90,5.40E-79
86121,200,20,300,50,20
86122,500,30,50,40,50
86123,5.40E-79,5.40E-79,650,200,5.40E-79
86124,670,5.40E-79,40,100,5.40E-79
86125,300,5.40E-79,70,40,5.40E-79
86126,200,5.40E-79,200,999999,5.40E-79
86127,357,5.40E-79,30,85,5.40E-79
86128,,,,,
86129,40,5.40E-79,20,10,5.40E-79
86130,500,5.40E-79,5.40E-79,100,5.40E-79
86131,700,100,5.40E-79,100,5.40E-79
86132,400,5.40E-79,5.40E-79,80,5.40E-79
86133,300,50,100,200,5.40E-79
86134,700,5.40E-79,150,100,100
86135,400,5.40E-79,100,100,50
86136,,,,,
86137,42,10,385,300,5.40E-79
86138,600,5.40E-79,160,5.40E-79,5.40E-79
86139,,,,,
86140,250,5.40E-79,5.40E-79,5.40E-79,23
86141,700,5.40E-79,150,100,100
86142,700,5.40E-79,5.40E-79,80,30
86143,350,30,50,150,100
86144,50,10,10,10,20
86145,428,5.40E-79,300,514,107
86146,60,5.40E-79,500,5.40E-79,5.40E-79
86147,250,50,100,50,20
86148,300,5.40E-79,5.40E-79,100,5.40E-79
86149,200,5.40E-79,600,200,5.40E-79
86150,800,5.40E-79,400,300,200
86151,214,64,130,100,5.40E-79
86152,300,5.40E-79,400,300,50
86153,400,5.40E-79,100,100,5.40E-79
86154,400,5.40E-79,10,100,5.40E-79
86155,857,171,5.40E-79,428,75
86156,500,5.40E-79,5.40E-79,5.40E-79,5.40E-79
86157,500,50,20,35,5.40E-79
86158,1100,5.40E-79,5.40E-79,100,5.40E-79
86159,300,5.40E-79,400,160,150
86160,,,,,
86161,700,5.40E-79,200,300,5.40E-79
86162,700,5.40E-79,642,180,5.40E-79
86163,1000,50,200,100,60
86164,300,5.40E-79,20,500,50
86165,200,5.40E-79,250,40,5.40E-79
86166,257,5.40E-79,214,50,40
86167,400,5.40E-79,100,200,5.40E-79
86168,200,42,20,110,5.40E-79
86169,200,5.40E-79,5.40E-79,200,5.40E-79
86170,500,100,5.40E-79,30,5.40E-79
86171,400,200,642,200,5.40E-79
86172,400,40,60,150,18
86173,321,70,5.40E-79,40,40
86174,800,100,50,80,5.40E-79
86175,300,5.40E-79,120,342,20
86176,857,5.40E-79,5.40E-79,428,5.40E-79
86177,400,50,200,75,20
86178,180,5.40E-79,999999,999999,5.40E-79
86179,400,5.40E-79,5.40E-79,200,70
86180,42,10,385,300,5.40E-79
86181,800,75,300,100,5.40E-79
86182,257,5.40E-79,100,20,10
86183,1200,39,180,5.40E-79,60
86184,800,5.40E-79,1285,300,30
86185,428,5.40E-79,100,42,214
86186,350,20,5.40E-79,60,5.40E-79
86187,500,5.40E-79,50,30,5.40E-79
86188,200,50,100,50,20
86189,400,50,50,100,5.40E-79
86190,321,5.40E-79,5.40E-79,30,60
86191,257,5.40E-79,214,50,40
86192,500,5.40E-79,5.40E-79,5.40E-79,5.40E-79
86193,642,5.40E-79,150,200,5.40E-79
86194,250,100,70,60,5.40E-79
86195,600,5.40E-79,492,40,40
86196,450,5.40E-79,50,50,5.40E-79
86197,100,5.40E-79,60,857,5.40E-79
86198,857,5.40E-79,514,5.40E-79,5.40E-79
86199,535,85,5.40E-79,85,30
86200,400,5.40E-79,5.40E-79,642,171
86201,200,5.40E-79,107,100,5.40E-79
86202,428,107,214,428,5.40E-79
86203,300,50,200,300,5.40E-79
86204,500,100,5.40E-79,100,50
86205,200,5.40E-79,214,100,5.40E-79
86206,100,5.40E-79,500,50,50
86207,,,,,
86208,800,5.40E-79,42,100,15
86209,500,5.40E-79,5.40E-79,300,40
86210,500,5.40E-79,50,70,5.40E-79
86211,400,5.40E-79,500,5.40E-79,40
86212,250,30,5.40E-79,5.40E-79,28
86213,100,5.40E-79,200,5.40E-79,5.40E-79
86214,100,5.40E-79,25,10,5.40E-79
86215,400,75,10,200,50
86216,600,5.40E-79,200,170,80
86217,642,5.40E-79,5.40E-79,171,5.40E-79
86218,300,5.40E-79,300,150,40
86219,500,5.40E-79,5.40E-79,5.40E-79,5.40E-79
86220,800,200,5.40E-79,50,30
86221,450,5.40E-79,150,50,5.40E-79
86222,300,5.40E-79,50,200,5.40E-79
86223,214,5.40E-79,80,30,5.40E-79
86224,400,214,60,100,50
86225,300,50,21,200,5.40E-79
86226,200,5.40E-79,50,50,20
86227,300,5.40E-79,50,5.40E-79,60
86228,800,5.40E-79,150,150,5.40E-79
86229,200,5.40E-79,30,20,5.40E-79
86230,1000,5.40E-79,500,150,5.40E-79
86231,160,30,80,30,5.40E-79
86232,800,5.40E-79,200,400,50
86233,400,40,200,600,50
86234,464,5.40E-79,50,40,5.40E-79
86235,500,100,50,250,50
86236,300,60,100,200,60
86237,150,5.40E-79,150,70,5.40E-79
86238,140,55,192,60,20
86239,150,5.40E-79,80,5.40E-79,12
86240,500,5.40E-79,300,100,50
86241,250,5.40E-79,170,100,60
86242,857,300,214,50,5.40E-79
86243,642,5.40E-79,5.40E-79,50,60
86244,400,5.40E-79,5.40E-79,5.40E-79,5.40E-79
86245,800,200,5.40E-79,130,100
86246,999999,999999,428,999999,5.40E-79
86247,300,50,21,200,5.40E-79
86248,200,5.40E-79,500,200,5.40E-79
86249,1100,5.40E-79,5.40E-79,100,5.40E-79
86250,5.40E-79,5.40E-79,400,5.40E-79,5.40E-79
86251,300,5.40E-79,100,50,50
86252,857,107,5.40E-79,5.40E-79,40
86253,,,,,
86254,400,5.40E-79,250,400,5.40E-79
86255,642,25,535,171,5.40E-79
86256,650,5.40E-79,750,5.40E-79,5.40E-79
86257,300,100,300,50,100
86258,153,10,21,25,5.40E-79
86259,100,5.40E-79,857,235,5.40E-79
86260,500,5.40E-79,5.40E-79,50,30
86261,250,5.40E-79,60,40,5.40E-79
86262,600,250,5.40E-79,55,5.40E-79
86263,250,50,50,80,5.40E-79
86264,1000,300,200,300,50
86265,,,,,
86266,250,5.40E-79,50,100,5.40E-79
86267,,,,,
86268,2571,857,100,100,40
86269,600,5.40E-79,5.40E-79,128,107
86270,,,,,
86271,,,,,
86272,500,150,70,999999,999999
86273,400,30,5.40E-79,25,20
86274,800,5.40E-79,857,150,5.40E-79
86275,642,128,428,700,200
86276,100,5.40E-79,50,5.40E-79,5.40E-79
86277,428,85,100,50,5.40E-79
86278,214,5.40E-79,5.40E-79,128,5.40E-79
86279,100,10,50,50,20
86280,60,999999,10,20,5.40E-79
86281,150,15,60,200,5.40E-79
86282,400,35,5.40E-79,5.40E-79,5.40E-79
86283,300,5.40E-79,300,100,400
86284,600,20,200,60,30
86285,125,5.40E-79,240,50,5.40E-79
86286,250,5.40E-79,60,999999,999999
86287,400,5.40E-79,5.40E-79,642,171
86288,800,5.40E-79,80,171,5.40E-79
86289,857,5.40E-79,5.40E-79,100,5.40E-79
86290,250,50,60,50,20
86291,300,5.40E-79,5.40E-79,200,5.40E-79
86292,200,5.40E-79,80,5.40E-79,5.40E-79
86293,428,5.40E-79,214,214,5.40E-79
86294,350,5.40E-79,450,128,5.40E-79
86295,800,5.40E-79,100,5.40E-79,60
86296,350,50,5,100,50
86297,250,5.40E-79,100,40,5.40E-79
86298,1000,200,50,300,5.40E-79
86299,342,128,171,21,5.40E-79
86300,260,30,30,25,5.40E-79
86301,300,5.40E-79,50,80,5.40E-79
86302,294,5.40E-79,186,40,10
86303,500,5.40E-79,200,100,30
86304,60,5.40E-79,800,500,5.40E-79
86305,450,40,100,50,30
86306,400,5.40E-79,1125,5.40E-79,80
86307,700,171,514,40,56
86308,200,5.40E-79,150,171,70
86309,642,171,5.40E-79,300,5.40E-79
86310,130,30,5.40E-79,150,5.40E-79
86311,400,5.40E-79,50,50,5.40E-79
86312,3002,50,100,20,25
86313,500,5.40E-79,30,400,5.40E-79
86314,500,50,100,900,75
86315,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
86316,642,5.40E-79,214,50,25
86317,300,20,5.40E-79,5.40E-79,5.40E-79
86318,100,10,40,70,40
86319,100,5.40E-79,5.40E-79,30,5.40E-79
86320,160,5.40E-79,10,5.40E-79,5.40E-79
86321,100,5.40E-79,600,100,5.40E-79
86322,642,5.40E-79,171,30,5.40E-79
86323,500,5.40E-79,200,428,5.40E-79
86324,100,50,200,150,30
86325,500,5.40E-79,5.40E-79,250,250
86326,450,50,5.40E-79,5.40E-79,5.40E-79
86327,200,5.40E-79,150,50,5.40E-79
86328,200,30,400,200,20
86329,800,5.40E-79,5.40E-79,100,5.40E-79
86330,550,100,200,40,107
86331,428,5.40E-79,5.40E-79,5.40E-79,5.40E-79
86332,200,5.40E-79,5.40E-79,100,5.40E-79
86333,150,30,25,100,5.40E-79
86334,75,70,80,30,5.40E-79
86335,600,200,80,5.40E-79,50
86336,500,5.40E-79,40,30,5.40E-79
86337,400,5.40E-79,5.40E-79,100,5.40E-79
86338,400,80,200,100,5.40E-79
86339,300,5.40E-79,300,100,400
86340,400,50,150,20,5.40E-79
86341,777777,777777,777777,777777,777777
86342,350,5.40E-79,100,75,40
86343,300,5.40E-79,200,300,100
86344,400,5.40E-79,180,5.40E-79,5.40E-79
86345,857,428,428,5.40E-79,5.40E-79
86346,400,5.40E-79,20,50,5.40E-79
86347,75,5.40E-79,25,15,5.40E-79
86348,250,150,100,5.40E-79,5.40E-79
86349,300,5.40E-79,100,999999,30
86350,600,5.40E-79,600,750,200
86351,250,100,100,100,25
86352,450,999999,300,5.40E-79,257
86353,557,85,214,50,5.40E-79
86354,500,100,30,321,5.40E-79
86355,428,5.40E-79,107,50,20
86356,400,5.40E-79,5.40E-79,100,50
86357,150,5.40E-79,85,100,5.40E-79
86358,500,200,300,10,5.40E-79
86359,250,5.40E-79,5.40E-79,150,5.40E-79
86360,300,5.40E-79,200,5.40E-79,5.40E-79
86361,428,5.40E-79,428,250,5.40E-79
86362,170,5.40E-79,40,20,5.40E-79
86363,25,5.40E-79,375,100,5.40E-79
86364,700,200,200,100,5.40E-79
86365,200,999999,999999,5.40E-79,5.40E-79
86366,171,15,5.40E-79,85,5.40E-79
86367,642,128,171,257,5.40E-79
86368,150,5.40E-79,5.40E-79,80,5.40E-79
86369,,,,,
86370,500,5.40E-79,200,100,50
86371,500,214,500,100,128
86372,500,50,5.40E-79,200,75
86373,321,5.40E-79,321,20,5.40E-79
86374,800,5.40E-79,5.40E-79,999999,75
86375,4,5.40E-79,5.40E-79,5.40E-79,100
86376,800,200,5.40E-79,50,30
86377,,,,,
86378,400,5.40E-79,200,500,200
86379,300,40,5.40E-79,100,5.40E-79
86380,150,5.40E-79,15,5.40E-79,5.40E-79
86381,300,50,200,75,5.40E-79
86382,5.40E-79,5.40E-79,400,200,107
86383,5.40E-79,5.40E-79,800,200,100
86384,200,5.40E-79,150,5,5.40E-79
86385,500,150,5.40E-79,5.40E-79,40
86386,300,5.40E-79,10,5.40E-79,11
86387,642,25,30,75,5.40E-79
86388,300,5.40E-79,50,100,5.40E-79
86389,600,5.40E-79,250,130,5.40E-79
86390,8400,100,5.40E-79,400,200
86391,493,5.40E-79,200,50,50
86392,321,5.40E-79,5.40E-79,107,5.40E-79
86393,300,5.40E-79,1200,75,20
86394,500,5.40E-79,75,150,75
86395,650,5.40E-79,5.40E-79,5.40E-79,5.40E-79
86396,5.40E-79,5.40E-79,428,30,107
86397,200,20,20,20,5.40E-79
86398,600,5.40E-79,200,5.40E-79,5.40E-79
86399,1071,257,50,150,70
86400,400,5.40E-79,5.40E-79,214,5.40E-79
86401,777777,777777,777777,777777,777777
86402,60,5.40E-79,20,100,5.40E-79
86403,500,5.40E-79,5.40E-79,100,5.40E-79
86404,60,5.40E-79,60,30,5.40E-79
86405,100,5.40E-79,30,30,5.40E-79
86406,257,64,5.40E-79,428,15
86407,450,5.40E-79,5.40E-79,40,5.40E-79
86408,500,5.40E-79,300,250,75
86409,600,5.40E-79,5.40E-79,60,999999
86410,1714,5.40E-79,642,50,50
86411,,,,,
86412,600,5.40E-79,100,80,80
86413,1200,100,100,200,5.40E-79
86414,400,5.40E-79,45,5.40E-79,5.40E-79
86415,200,40,30,100,5.40E-79
86416,400,100,5.40E-79,5.40E-79,5.40E-79
86417,,,,,
86418,200,5.40E-79,35,50,30
86419,600,5.40E-79,5.40E-79,200,5.40E-79
86420,600,100,25,100,5.40E-79
86421,800,75,5.40E-79,500,200
86422,500,5.40E-79,200,100,5.40E-79
86423,857,5.40E-79,857,5.40E-79,30
86424,1071,5.40E-79,5.40E-79,214,5.40E-79
86425,5.40E-79,5.40E-79,200,171,30
86426,250,150,100,5.40E-79,5.40E-79
86427,150,5.40E-79,550,250,5.40E-79
86428,700,200,5.40E-79,100,5.40E-79
86429,857,5.40E-79,200,400,100
86430,300,50,80,100,100
86431,649,5.40E-79,300,50,30
86432,5.40E-79,5.40E-79,300,150,50
86433,800,100,5.40E-79,300,50
86434,700,5.40E-79,5.40E-79,30,70
86435,800,350,600,80,5.40E-79
86436,857,214,128,300,100
86437,1000,100,5.40E-79,150,5.40E-79
86438,1071,107,50,200,100
86439,642,5.40E-79,300,60,5.40E-79
86440,400,100,200,171,25
86441,700,100,5.40E-79,100,5.40E-79
86442,800,5.40E-79,50,50,5.40E-79
86443,1285,5.40E-79,30,100,50
86444,66,25,814,999999,5.40E-79
86445,400,5.40E-79,200,150,200
86446,200,20,120,110,5.40E-79
86447,5.40E-79,5.40E-79,300,100,5.40E-79
86448,400,5.40E-79,5.40E-79,5.40E-79,100
86449,400,30,100,100,5.40E-79
86450,1200,100,5.40E-79,999999,5.40E-79
86451,150,5.40E-79,300,428,5.40E-79
