GeoID,Year,D_Etab,D_Emp,D_Pay,G_Etab,G_Emp,G_Pay,Pop,FD_num,FD_pct,D_Cap,G_Cap
6071,2015,152,2750,46132,317,13746,365103,2122545,433153,21.28,13964,6695
6073,2015,133,2572,42152,615,27228,694677,3290245,424211,13.7,24738,5349
6075,2015,32,390,8104,371,8140,243900,862004,4474,0.56,26937,2323
6077,2015,38,836,11926,153,4170,118494,723496,86687,12.65,19039,4728
6079,2015,12,211,3218,80,2955,69006,280960,42276,15.68,23413,3512
6081,2015,25,657,14748,180,7129,221543,763191,69489,9.67,30527,4239
6083,2015,20,337,4791,133,4868,124718,443815,57598,13.59,22190,3336
6085,2015,59,993,14894,362,15561,454349,1910105,132928,7.46,32374,5276
6087,2015,12,177,2889,71,3110,91485,273627,36862,14.05,22802,3853
6089,2015,17,212,3074,38,1361,38679,179301,41275,23.29,10547,4718
6095,2015,17,387,5174,74,3381,90492,434321,72339,17.5,25548,5869
6097,2015,27,337,4483,138,6350,179972,501474,74694,15.44,18573,3633
6099,2015,41,628,8664,134,3903,106719,535385,60420,11.74,13058,3995
6101,2015,5,123,1525,20,577,15625,95978,31557,33.31,19195,4798
6103,2015,7,77,1224,12,407,10309,63073,12744,20.08,9010,5256
6107,2015,45,526,8140,119,2940,70063,458238,59680,13.5,10183,3850
6109,2015,8,87,1127,16,507,15131,53615,16108,29.09,6701,3350
6111,2015,58,852,13925,175,7460,198013,847719,130817,15.89,14615,4844
6113,2015,14,187,2496,42,2147,58697,212202,12376,6.16,15157,5052
6115,2015,5,44,795,10,204,5678,74299,14994,20.78,14859,7429
8001,2015,32,307,5039,65,3251,91339,490674,66896,15.15,15333,7548
8005,2015,39,451,7299,97,5830,176890,629241,69482,12.15,16134,6487
8007,2015,3,30,224,4,120,3980,12384,3601,29.8,4128,3096
8013,2015,6,93,1279,58,4059,119467,318738,43147,14.65,53123,5495
8015,2015,3,8,336,7,155,4696,18606,1783,10.01,6202,2658
8029,2015,4,32,564,6,264,7036,29950,2612,8.44,7487,4991
8031,2015,38,395,6310,127,5695,167134,680032,55276,9.21,17895,5354
8035,2015,7,52,865,27,2251,72399,322381,54681,19.16,46054,11940
8037,2015,5,21,477,17,903,27927,53346,8058,15.44,10669,3138
8041,2015,42,463,7527,59,3984,109042,674290,168374,27.06,16054,11428
8043,2015,3,34,321,5,221,6161,46713,16168,34.53,15571,9342
8059,2015,33,381,5638,61,4819,149860,565143,121653,22.76,17125,9264
8063,2015,3,29,609,4,48,1039,8234,921,11.14,2744,2058
8069,2015,18,256,3581,36,2648,72759,333869,56628,18.9,18548,9274
8071,2015,4,32,602,4,83,2257,14067,6182,39.86,3516,3516
8077,2015,11,97,1577,21,1208,33570,148401,46154,31.46,13491,7066
8083,2015,4,39,854,5,212,5722,26153,4196,16.43,6538,5230
8085,2015,6,32,543,9,407,11395,40800,8466,20.51,6800,4533
8099,2015,6,98,2753,3,76,1986,11949,2997,23.88,1991,3983
8101,2015,26,218,3862,16,966,24668,163117,58656,36.88,6273,10194
8123,2015,21,162,2617,30,1606,44373,285053,37099,14.67,13573,9501
8125,2015,5,45,470,4,133,2488,10095,2301,22.91,2019,2523
9001,2015,42,385,5026,213,10831,306440,944674,268768,29.31,22492,4435
9003,2015,90,1062,18859,262,10440,239638,894692,259189,28.99,9941,3414
9005,2015,12,116,2421,44,2491,56727,183776,34657,18.25,15314,4176
9007,2015,11,154,3006,30,1616,41301,163577,52122,31.46,14870,5452
9009,2015,78,890,15111,205,8716,205963,859073,247957,28.75,11013,4190
9011,2015,29,313,6044,40,2811,61463,270639,99028,36.13,9332,6765
9013,2015,7,58,1002,16,1821,32491,151684,53337,34.93,21669,9480
9015,2015,16,191,3052,23,1107,21852,116615,18808,15.88,7288,5070
10001,2015,22,225,3519,25,1114,18732,173533,25573,15.76,7887,6941
10003,2015,53,873,12395,92,4959,99102,555167,122164,22.69,10474,6034
10005,2015,46,387,6271,48,1871,40424,215376,27649,14.02,4682,4487
11001,2015,23,171,3388,190,5172,119704,670377,12688,2.11,29146,3528
12001,2015,32,279,4602,41,3131,65367,259402,37664,15.23,8106,6326
12005,2015,46,330,5938,31,1406,32800,181947,56308,33.35,3955,5869
12009,2015,66,618,8879,83,4872,110017,567934,218702,40.25,8605,6842
12011,2015,188,1668,26066,389,18802,441197,1887281,158492,9.07,10038,4851
12013,2015,5,51,499,4,107,1894,14468,2636,18.02,2893,3617
12015,2015,15,146,2130,20,1566,35534,173194,66893,41.81,11546,8659
12017,2015,31,269,4786,16,1248,26419,140974,43886,31.07,4547,8810
12019,2015,21,181,2943,22,1512,32574,203383,46476,24.35,9684,9244
12021,2015,29,250,4282,60,4145,102853,356570,90597,28.18,12295,5942
12023,2015,18,148,2510,10,386,7967,68286,11078,16.4,3793,6828
12027,2015,7,42,709,6,122,2529,35355,3455,9.91,5050,5892
12031,2015,130,1345,21715,170,8242,186177,912081,213634,24.72,7016,5365
12033,2015,56,449,7393,49,1838,40545,311236,108622,36.5,5557,6351
12039,2015,11,75,1259,8,233,4323,46032,3971,8.56,4184,5754
12051,2015,8,84,1237,10,262,4711,38890,9641,24.63,4861,3889
12053,2015,29,388,6958,22,1676,35399,178326,62289,36.05,6149,8105
12055,2015,20,130,2287,14,719,15042,99447,32757,33.16,4972,7103
12057,2015,158,1298,21774,277,12018,250814,1347077,300321,24.43,8525,4863
12059,2015,6,43,693,3,111,1583,19329,3133,15.72,3221,6443
12061,2015,16,147,2066,28,1630,36312,147792,51309,37.17,9237,5278
12063,2015,20,138,2328,8,237,4174,48590,2725,5.48,2429,6073
12069,2015,50,477,7191,39,2384,53507,325518,81690,27.5,6510,8346
12071,2015,84,783,12479,115,7009,165917,700285,158943,25.69,8336,6089
12073,2015,40,375,5230,37,2949,59262,286187,79834,28.98,7154,7734
12079,2015,6,43,570,3,159,2798,18398,4053,21.08,3066,6132
12081,2015,38,356,5579,50,3282,70724,363110,70205,21.75,9555,7262
12083,2015,69,535,8336,56,2812,61950,343514,90424,27.29,4978,6134
12085,2015,14,143,1915,36,1843,40748,155804,44382,30.33,11128,4327
12086,2015,332,2055,36416,659,23679,535667,2692593,133181,5.33,8110,4085
12087,2015,16,115,2248,25,1345,33744,78728,20457,27.99,4920,3149
12089,2015,13,74,1375,10,706,15503,78470,17763,24.23,6036,7847
12091,2015,38,308,5480,26,1413,32235,198681,62773,34.72,5228,7641
12095,2015,160,1315,21280,234,11074,253328,1284864,213587,18.64,8030,5490
12097,2015,45,389,5658,48,2503,55572,323028,57552,21.42,7178,6729
12099,2015,95,1006,14460,282,15181,375271,1421843,226701,17.17,14966,5041
12101,2015,73,598,9434,67,4203,87346,497292,109782,23.62,6812,7422
12103,2015,107,912,14403,200,10755,234646,948391,131275,14.32,8863,4741
12105,2015,99,860,14447,84,4644,96239,649425,197904,32.87,6559,7731
12107,2015,26,186,2855,13,498,8994,71910,17894,24.06,2765,5531
12109,2015,20,150,2514,30,2359,53849,226658,48249,25.39,11332,7555
12111,2015,25,251,3565,43,1990,47650,298307,102411,36.87,11932,6937
12113,2015,26,198,3169,15,865,20040,166850,62096,41.02,6417,11123
12115,2015,36,352,5385,89,4909,113401,404903,100808,26.57,11247,4549
12117,2015,48,362,6830,67,4503,98405,448722,116001,27.44,9348,6697
12121,2015,8,81,1248,6,230,4853,43651,7073,17.02,5456,7275
12127,2015,81,724,11667,69,4540,103055,518190,171051,34.58,6397,7510
12131,2015,10,62,990,10,600,15078,63459,6982,12.69,6345,6345
13009,2015,12,111,1745,7,450,7153,45431,7587,16.6,3785,6490
13015,2015,21,174,2493,16,665,12675,102533,32530,32.48,4882,6408
13019,2015,7,85,894,6,132,2834,18966,3723,19.3,2709,3161
13021,2015,41,423,6297,35,1485,30281,153540,38423,24.7,3744,4386
13027,2015,5,36,554,3,83,1638,15692,1355,8.34,3138,5230
13029,2015,6,60,745,7,430,8460,35052,7791,25.77,5842,5007
13031,2015,13,130,1819,12,416,8361,73213,4474,6.37,5631,6101
13039,2015,10,79,1199,6,304,6234,52543,22129,43.81,5254,8757
13045,2015,32,254,4478,26,1018,19587,114689,24209,21.9,3584,4411
13047,2015,11,119,1733,7,169,3580,65897,22294,34.87,5990,9413
13051,2015,46,382,6328,54,2605,54821,286622,58615,22.11,6230,5307
13057,2015,18,141,2214,35,2037,45122,235609,63652,29.7,13089,6731
13059,2015,18,153,2672,25,931,18683,123629,40505,34.7,6868,4945
13063,2015,53,475,7580,50,1402,27815,273567,99212,38.24,5161,5471
13067,2015,71,788,12267,111,6755,153135,740144,268612,39.04,10424,6667
13069,2015,13,97,1430,8,174,3262,43071,6630,15.65,3313,5383
13071,2015,14,113,1641,14,178,3507,45755,7939,17.45,3268,3268
13073,2015,12,94,1576,20,1157,23881,144080,21998,17.73,12006,7204
13075,2015,6,47,659,4,193,3716,17085,2219,12.89,2847,4271
13077,2015,19,152,3105,20,1104,23278,138278,32150,25.25,7277,6913
13081,2015,6,52,640,16,336,4607,22850,1970,8.41,3808,1428
13083,2015,6,44,566,5,184,3355,16202,909,5.47,2700,3240
13087,2015,7,57,877,6,172,3038,27183,3707,13.31,3883,4530
13089,2015,91,957,13752,152,6138,137068,732758,168085,24.29,8052,4820
13091,2015,6,47,640,6,103,1864,20863,596,2.73,3477,3477
13095,2015,25,284,3883,20,795,15990,91259,36950,39.07,3650,4562
13097,2015,18,146,2494,17,1225,36073,140671,42655,32.22,7815,8274
13099,2015,5,37,559,4,132,2297,10487,1114,10.12,2097,2621
13103,2015,8,70,999,4,219,4010,57155,6972,13.34,7144,14288
13111,2015,8,73,1079,8,304,5224,24285,262,1.11,3035,3035
13113,2015,16,133,2121,16,1361,29628,110546,35537,33.35,6909,6909
13115,2015,27,216,3109,14,459,9363,96303,19666,20.42,3566,6878
13117,2015,14,120,1711,36,2134,48588,212125,46512,26.5,15151,5892
13119,2015,10,65,1061,5,175,3468,22319,198,0.9,2231,4463
13121,2015,89,947,14369,202,9059,212061,1007803,215973,23.46,11323,4989
13127,2015,22,182,2867,19,802,16424,83634,21076,26.47,3801,4401
13129,2015,14,110,1695,13,328,5945,56323,8192,14.84,4023,4332
13133,2015,5,39,521,6,264,5191,16734,601,3.76,3346,2789
13135,2015,69,689,9883,144,7440,164886,892926,238354,29.6,12940,6200
13137,2015,16,101,1609,7,380,6350,43926,7764,18.04,2745,6275
13139,2015,24,189,3379,34,1559,32922,193257,48467,26.97,8052,5684
13151,2015,27,242,3745,28,1705,34323,217004,67873,33.28,8037,7750
13153,2015,22,195,3099,16,1097,21522,149962,51795,37.02,6816,9372
13157,2015,13,87,1307,6,498,10371,63038,2607,4.31,4849,10506
13175,2015,16,144,2106,8,417,7332,47743,4790,9.89,2983,5967
13177,2015,8,67,904,5,214,4383,29282,4298,15.19,3660,5856
13179,2015,14,109,1876,6,217,4644,62529,27024,42.59,4466,10421
13185,2015,32,274,4289,12,729,15391,113739,26898,24.62,3554,9478
13187,2015,6,38,544,3,84,1401,31294,353,1.18,5215,10431
13197,2015,3,19,272,3,20,319,8637,5,0.06,2879,2879
13199,2015,7,60,934,9,207,3504,21191,981,4.46,3027,2354
13205,2015,7,53,776,6,114,1777,22493,2992,12.73,3213,3748
13207,2015,5,26,382,4,149,2346,27107,2302,8.71,5421,6776
13213,2015,12,94,1527,6,265,4739,39476,5367,13.54,3289,6579
13215,2015,40,423,6924,43,1580,31996,199651,54151,28.52,4991,4643
13217,2015,18,141,2208,19,823,15784,105324,25322,25.33,5851,5543
13223,2015,18,131,2228,13,1026,20788,152253,35114,24.67,8458,11711
13225,2015,8,73,1185,6,118,2247,26665,5366,19.38,3333,4444
13227,2015,7,36,644,5,315,5107,30301,1654,5.62,4328,6060
13229,2015,7,50,811,3,89,1555,19130,2206,11.76,2732,6376
13233,2015,11,92,1265,10,273,5312,41405,4895,11.8,3764,4140
13241,2015,6,22,525,4,209,3427,16267,96,0.59,2711,4066
13245,2015,44,413,6397,32,1718,34128,201401,78927,39.36,4577,6293
13247,2015,15,129,2009,19,893,18701,88678,35030,41.11,5911,4667
13255,2015,13,171,2344,12,402,6616,64016,10011,15.63,4924,5334
13257,2015,5,30,474,5,206,3247,25500,3479,13.29,5100,5100
13261,2015,9,95,1151,7,247,4119,30744,7064,21.52,3416,4392
13271,2015,5,39,499,4,129,1331,16480,379,2.3,3296,4120
13273,2015,3,24,367,6,80,1422,9099,630,6.76,3033,1516
13275,2015,15,138,2218,8,319,6880,45038,12238,27.37,3002,5629
13277,2015,16,127,1981,10,367,10784,40722,3447,8.59,2545,4072
13279,2015,8,73,1284,4,161,2877,27166,4933,18.12,3395,6791
13285,2015,18,137,2186,15,581,10811,69747,10881,16.23,3874,4649
13293,2015,7,51,793,7,164,2724,26292,6801,25.05,3756,3756
13297,2015,14,113,1688,9,497,10269,88495,14141,16.88,6321,9832
13299,2015,10,88,1935,7,230,5216,35422,14253,39.25,3542,5060
13313,2015,27,204,3070,23,549,12612,103976,23220,22.63,3850,4520
13317,2015,4,33,468,3,127,2126,9890,1964,18.54,2472,3296
15001,2015,9,67,1069,43,2198,59733,196156,72139,38.98,21795,4561
15003,2015,12,801,25061,182,6246,161015,993166,220465,23.13,82763,5456
15009,2015,9,65,1314,43,1907,59441,164269,46070,29.75,18252,3820
16001,2015,33,364,6360,47,3575,75444,433467,67383,17.17,13135,9222
16005,2015,9,76,1099,10,499,10018,83911,23876,28.82,9323,8391
16013,2015,8,43,696,5,398,11121,21548,6075,28.42,2693,4309
16017,2015,8,89,2024,13,434,9476,41796,8194,20.04,5224,3215
16019,2015,6,90,1464,11,615,13462,109997,24101,23.12,18332,9999
16027,2015,19,199,3692,23,1047,22078,207086,36485,19.31,10899,9003
16031,2015,13,109,1597,6,258,5091,23497,6549,28.53,1807,3916
16039,2015,5,36,649,4,205,3569,25790,8713,32.22,5158,6447
16055,2015,11,92,1275,22,1158,23770,150364,34069,24.6,13669,6834
16057,2015,3,14,237,7,450,10061,38723,4402,11.82,12907,5531
16083,2015,12,116,1978,17,607,12932,82107,4793,6.21,6842,4829
16085,2015,5,17,187,5,157,3666,10083,1836,18.61,2016,2016
17001,2015,11,79,1368,10,995,17037,66974,10346,15.42,6088,6697
17007,2015,6,94,1438,6,166,3426,53490,11410,21.06,8915,8915
17019,2015,20,425,6442,37,1305,23785,207734,31716,15.77,10386,5614
17021,2015,6,44,715,8,227,3693,33546,3837,11.03,5591,4193
17027,2015,8,54,898,8,221,3983,37809,5729,15.17,4726,4726
17029,2015,9,159,1752,7,286,4532,52563,8283,15.38,5840,7509
17031,2015,446,3921,64492,1487,53067,1045768,5224823,373742,7.19,11714,3513
17037,2015,12,201,3120,11,931,14651,104541,29776,28.32,8711,9503
17043,2015,48,448,7057,168,10859,191308,931819,216272,23.59,19412,5546
17051,2015,6,141,1365,3,70,1072,22059,7660,34.6,3676,7353
17055,2015,11,160,1784,5,135,2782,39427,4242,10.72,3584,7885
17057,2015,7,96,1402,6,383,7026,35750,6302,17.0,5107,5958
17073,2015,9,149,2427,11,172,3530,49459,9344,18.51,5495,4496
17077,2015,10,195,2267,13,488,10161,59220,13247,22.0,5922,4555
17081,2015,7,74,1083,10,317,5586,38390,8548,22.02,5484,3839
17085,2015,4,23,408,4,118,1680,22034,4522,19.94,5508,5508
17089,2015,34,453,7090,76,3731,67393,529702,95266,18.49,15579,6969
17091,2015,13,270,4453,20,810,14413,110795,14468,12.75,8522,5539
17095,2015,9,112,1642,9,729,12402,51416,9510,17.97,5712,5712
17097,2015,45,385,6084,115,7324,134069,703413,248068,35.26,15631,6116
17099,2015,16,344,5001,21,1022,19145,111304,23592,20.71,6956,5300
17103,2015,4,30,459,7,169,2837,34427,3916,10.87,8606,4918
17105,2015,7,144,2229,10,308,5523,36749,3290,8.45,5249,3674
17107,2015,6,53,970,4,139,2557,29540,11045,36.44,4923,7385
17109,2015,6,122,1536,8,394,6663,31342,4131,12.67,5223,3917
17111,2015,17,310,4441,44,2705,39712,307188,133295,43.17,18069,6981
17113,2015,17,217,3556,31,1796,27885,172673,46496,27.42,10157,5570
17115,2015,21,302,4681,24,668,13461,107377,29816,26.92,5113,4474
17119,2015,33,355,5072,41,1778,41718,266071,96437,35.81,8062,6489
17121,2015,8,52,807,4,135,2303,38378,10749,27.26,4797,9594
17135,2015,7,149,1775,4,129,2536,29196,7126,23.67,4170,7299
17141,2015,6,37,645,8,279,4457,51657,9409,17.59,8609,6457
17143,2015,27,280,5631,52,1601,33410,186315,47562,25.5,6900,3582
17145,2015,5,24,395,5,130,2775,21458,4795,21.45,4291,4291
17157,2015,7,53,717,6,154,3371,32846,3836,11.46,4692,5474
17161,2015,20,254,4393,27,1981,35177,145958,26108,17.69,7297,5405
17163,2015,38,324,5131,44,1564,36569,264079,90849,33.64,6949,6001
17165,2015,8,169,2964,7,172,3926,24574,9728,39.05,3071,3510
17167,2015,27,265,4834,32,1888,39431,198496,47888,24.25,7351,6203
17177,2015,6,136,2388,6,262,5429,45791,3553,7.45,7631,7631
17179,2015,20,255,4599,16,710,14262,134735,58388,43.12,6736,8420
17183,2015,21,307,5970,16,551,8802,78990,11871,14.54,3761,4936
17195,2015,9,138,2234,8,341,5150,56963,13052,22.31,6329,7120
17197,2015,42,365,6006,95,5743,92186,686687,217703,32.13,16349,7228
17199,2015,15,238,4098,12,346,7799,67589,9594,14.46,4505,5632
17201,2015,40,640,10364,57,1956,43596,287168,76322,25.85,7179,5038
18001,2015,8,118,1298,5,166,2837,34967,2973,8.65,4370,6993
18003,2015,38,320,5883,52,1941,42140,368040,107884,30.36,9685,7077
18005,2015,9,120,2269,11,370,7761,81011,20968,27.3,9001,7364
18009,2015,4,31,338,3,97,1501,12287,271,2.12,3071,4095
18011,2015,4,39,555,6,271,4894,63400,6750,11.92,15850,10566
18017,2015,9,152,1703,6,186,3545,38078,1565,4.02,4230,6346
18019,2015,22,194,3413,13,646,12571,115090,24179,21.94,5231,8853
18023,2015,5,104,1032,5,99,1854,32567,621,1.87,6513,6513
18027,2015,7,35,530,6,141,2219,32836,3039,9.6,4690,5472
18029,2015,7,48,827,6,236,5031,49475,13205,26.39,7067,8245
18031,2015,6,114,1314,6,109,1692,26393,3931,15.27,4398,4398
18035,2015,20,211,3056,10,430,7456,116019,30038,25.53,5800,11601
18037,2015,9,187,3437,10,298,3832,42421,2411,5.76,4713,4242
18039,2015,23,167,2748,38,1393,28193,203284,40315,20.41,8838,5349
18047,2015,5,56,562,6,255,4855,22890,2095,9.07,4578,3815
18051,2015,9,90,1350,6,139,1965,33762,1293,3.86,3751,5627
18053,2015,13,134,1955,7,219,4185,67692,12579,17.95,5207,9670
18057,2015,13,124,2245,36,2512,49895,309172,87492,31.87,23782,8588
18059,2015,7,62,973,5,265,4949,72392,20497,29.28,10341,14478
18063,2015,15,123,1766,10,741,15843,158059,39541,27.19,10537,15805
18065,2015,8,96,1488,8,210,4173,48894,1826,3.69,6111,6111
18067,2015,15,175,2741,12,465,10023,82581,22219,26.85,5505,6881
18071,2015,9,64,1095,8,361,5298,43941,6622,15.63,4882,5492
18073,2015,7,66,880,8,299,4554,33501,3057,9.13,4785,4187
18077,2015,6,63,886,6,144,2987,32465,5380,16.59,5410,5410
18081,2015,13,145,2534,9,520,10873,149338,40027,28.66,11487,16593
18085,2015,13,102,1728,14,492,9565,78815,14141,18.28,6062,5629
18087,2015,8,65,1455,5,214,4669,38671,59,0.16,4833,7734
18089,2015,72,663,11015,88,3848,73427,487649,147709,29.78,6772,5541
18091,2015,15,113,1656,19,488,9514,110762,28377,25.46,7384,5829
18093,2015,9,61,1600,8,262,4395,45485,4371,9.47,5053,5685
18095,2015,18,204,3104,19,827,15208,129495,34367,26.11,7194,6815
18097,2015,136,1279,21184,177,6364,140434,938058,219010,24.24,6897,5299
18099,2015,11,72,999,8,300,5455,46756,7140,15.17,4250,5844
18103,2015,7,62,644,10,223,4195,35902,7288,19.75,5128,3590
18105,2015,9,143,2267,19,1069,22806,144257,20103,14.57,16028,7592
18107,2015,5,39,647,7,254,5332,38167,5511,14.46,7633,5452
18109,2015,9,127,1767,7,358,6961,69646,10035,14.57,7738,9949
18113,2015,11,130,1523,8,199,3632,47759,2721,5.72,4341,5969
18127,2015,14,141,2384,12,1008,17224,167631,52407,31.89,11973,13969
18137,2015,7,47,611,7,194,2673,28699,734,2.55,4099,4099
18141,2015,31,284,4042,42,2123,38856,268134,83409,31.25,8649,6384
18145,2015,7,122,1573,5,158,3645,44442,5949,13.39,6348,8888
18149,2015,6,141,3897,5,96,1756,22940,1304,5.58,3823,4588
18151,2015,8,80,1561,7,98,1445,34343,6418,18.78,4292,4906
18157,2015,15,287,3094,26,1003,19190,185741,32254,18.67,12382,7143
18163,2015,32,435,7189,39,1274,25787,181941,35885,19.97,5685,4665
18167,2015,23,346,6159,17,730,15489,107708,36598,33.93,4682,6335
18177,2015,12,98,1428,10,294,5775,66984,9995,14.5,5582,6698
18183,2015,6,31,476,5,161,2923,33395,1688,5.07,5565,6679
19005,2015,3,46,769,7,164,2622,13882,1165,8.13,4627,1983
19011,2015,5,74,873,3,120,2309,25663,3566,13.67,5132,8554
19013,2015,14,216,3496,25,1626,32037,133499,38072,29.04,9535,5339
19023,2015,5,26,316,4,60,867,14896,6660,44.8,2979,3724
19033,2015,5,180,3708,10,739,13585,42988,7309,16.55,8597,4298
19045,2015,11,197,3431,9,666,10361,47617,10260,20.89,4328,5290
19049,2015,11,100,1344,12,1446,28631,80777,3511,5.31,7343,6731
19057,2015,8,126,2047,6,579,11724,39985,11347,28.14,4998,6664
19061,2015,11,229,3642,15,1496,27626,97034,18352,19.6,8821,6468
19065,2015,7,75,1196,6,188,2987,20223,1137,5.45,2889,3370
19079,2015,3,21,480,5,239,4196,15213,2824,18.02,5071,3042
19083,2015,4,58,873,6,305,5182,17276,2542,14.5,4319,2879
19085,2015,3,42,838,4,79,1108,14248,2658,17.81,4749,3562
19099,2015,3,28,481,7,405,7419,36729,6167,16.74,12243,5247
19103,2015,5,144,2441,20,2077,44810,144567,20182,15.42,28913,7228
19111,2015,9,101,1748,7,507,9989,35071,7088,19.76,3896,5010
19113,2015,17,234,3620,28,2992,56839,219792,52423,24.82,12928,7849
19119,2015,3,13,248,5,87,1040,11749,1299,11.22,3916,2349
19125,2015,5,54,830,8,375,7065,33141,4310,12.94,6628,4142
19127,2015,6,80,1596,11,453,8921,40512,8684,21.36,6752,3682
19129,2015,3,53,1028,3,74,1120,14815,1565,10.39,4938,4938
19137,2015,3,32,510,3,206,3613,10227,2148,20.0,3409,3409
19139,2015,7,116,1986,8,469,9364,43017,8657,20.25,6145,5377
19141,2015,4,57,933,8,277,4446,13989,4080,28.34,3497,1748
19147,2015,3,21,149,3,95,1372,9139,2055,21.81,3046,3046
19153,2015,37,456,8377,83,7551,142690,466688,64531,14.98,12613,5622
19155,2015,8,88,1463,12,1104,20709,93534,32133,34.49,11691,7794
19161,2015,4,36,631,4,50,621,10009,3736,36.09,2502,2502
19163,2015,19,229,3918,23,2153,43748,172170,18170,11.0,9061,7485
19167,2015,9,84,922,8,286,4888,34752,1431,4.24,3861,4344
19169,2015,7,113,1589,12,1244,22274,96346,17893,19.98,13763,8028
19177,2015,3,6,86,5,83,1242,7325,3945,52.12,2441,1465
19183,2015,6,14,228,4,255,4350,22251,1492,6.88,3708,5562
19187,2015,5,53,762,5,465,9002,36992,8850,23.28,7398,7398
19189,2015,5,60,1047,3,143,2081,10567,1918,17.65,2113,3522
19191,2015,4,14,263,6,212,3828,20754,2591,12.3,5188,3459
19193,2015,13,175,2612,18,1213,21860,102464,26351,25.79,7881,5692
20005,2015,3,26,458,3,62,839,16409,2711,16.02,5469,5469
20021,2015,5,39,619,4,69,1175,20561,2680,12.4,4112,5140
20037,2015,9,78,1063,5,229,4781,39231,11595,29.63,4359,7846
20045,2015,8,109,1674,19,1503,28498,117915,15122,13.64,14739,6206
20057,2015,5,51,748,7,236,3720,34263,7088,20.94,6852,4894
20077,2015,4,26,411,4,50,771,5781,1566,25.95,1445,1445
20079,2015,4,31,394,6,312,5498,34908,5078,14.64,8727,5818
20091,2015,23,189,3074,79,6269,143852,578758,94139,17.3,25163,7326
20107,2015,4,20,427,3,63,976,9561,1351,13.99,2390,3187
20121,2015,6,69,1090,3,208,3827,32727,2506,7.64,5454,10909
20125,2015,8,56,1014,3,141,1840,33316,8479,23.9,4164,11105
20131,2015,5,51,603,5,119,1546,10209,1415,13.91,2041,2041
20155,2015,8,63,844,10,589,10978,63647,15362,23.81,7955,6364
20159,2015,4,58,831,3,64,1049,9943,1890,18.75,2485,3314
20173,2015,61,515,7755,75,4165,86162,510360,135646,27.22,8366,6804
20177,2015,21,193,2796,30,1680,29927,178541,43337,24.36,8501,5951
20209,2015,28,217,3725,29,982,22637,163095,41854,26.57,5824,5623
21009,2015,15,115,1675,9,224,3197,43676,3041,7.21,2911,4852
21013,2015,11,103,1499,6,320,5925,27294,4990,17.39,2481,4549
21019,2015,14,127,4151,6,348,6580,48488,10684,21.57,3463,8081
21021,2015,9,101,1483,4,167,3770,29807,7765,27.31,3311,7451
21029,2015,13,88,1536,5,434,8687,78653,24247,32.63,6050,15730
21037,2015,12,102,1706,16,917,19541,91925,27458,30.4,7660,5745
21045,2015,5,46,684,5,82,1099,15815,704,4.41,3163,3163
21047,2015,17,155,2510,12,274,5095,73484,18938,25.61,4322,6123
21049,2015,6,39,1215,6,218,4494,35684,3671,10.31,5947,5947
21051,2015,6,38,591,4,154,2254,21047,1990,9.16,3507,5261
21059,2015,19,215,3428,16,527,11571,99333,15931,16.48,5228,6208
21067,2015,29,289,4508,58,2722,58607,314767,46942,15.87,10854,5427
21071,2015,13,92,1500,13,363,5753,37679,1951,4.94,2898,2898
21083,2015,13,80,1409,6,98,1034,37251,3573,9.63,2865,6208
21089,2015,9,57,808,6,133,1827,36031,8653,23.44,4003,6005
21093,2015,22,204,3383,14,435,9130,106486,28939,27.42,4840,7606
21095,2015,10,61,1038,9,277,5059,27613,5720,19.54,2761,3068
21099,2015,7,57,755,5,104,1548,18489,1704,9.36,2641,3697
21101,2015,11,179,2268,7,278,3324,46388,4484,9.69,4217,6626
21107,2015,14,133,2243,6,255,5164,46281,10900,23.23,3305,7713
21111,2015,108,1002,17847,159,6714,147246,763509,119488,16.12,7069,4801
21117,2015,16,147,2304,26,1284,26779,164342,49640,31.08,10271,6320
21121,2015,7,39,770,10,272,4829,31668,2739,8.59,4524,3166
21125,2015,20,137,1986,8,276,5783,60101,5506,9.36,3005,7512
21127,2015,5,27,397,3,118,1832,15893,2504,15.79,3178,5297
21141,2015,6,48,818,4,87,1488,26739,4080,15.2,4456,6684
21145,2015,20,201,3466,12,435,8119,64973,15861,24.19,3248,5414
21151,2015,22,169,2810,8,322,6768,88276,18255,22.02,4012,11034
21157,2015,9,80,1485,8,117,1752,31109,1059,3.37,3456,3888
21159,2015,5,29,442,3,86,1565,12352,5,0.04,2470,4117
21161,2015,5,47,756,4,208,4535,17077,2901,16.59,3415,4269
21171,2015,5,30,496,5,68,941,10653,381,3.48,2130,2130
21173,2015,9,65,1327,5,170,3962,27631,3018,11.39,3070,5526
21177,2015,7,127,1252,8,190,3144,31146,1594,5.06,4449,3893
21183,2015,5,39,524,3,14,240,24216,4152,17.42,4843,8072
21193,2015,10,103,1670,8,253,3907,27546,701,2.44,2754,3443
21195,2015,28,225,3608,20,810,13370,61804,983,1.51,2207,3090
21197,2015,5,31,481,4,147,2510,12271,387,3.07,2454,3067
21199,2015,23,194,3405,12,380,7617,63827,11037,17.5,2775,5318
21207,2015,7,65,961,6,174,3362,17636,179,1.02,2519,2939
21209,2015,5,48,760,4,113,2377,52327,13104,27.78,10465,13081
21217,2015,8,56,888,4,214,4629,25567,4104,16.74,3195,6391
