GeoID,Year,D_Etab,D_Emp,D_Pay,G_Etab,G_Emp,G_Pay,Pop_2010,FD_num_2010,FD_pct_2010
49057,2010,19,200,4837,35,1696,37692,231236,57291,24.78
50015,2010,5,46,746,10,404,7414,24475,543,2.22
50019,2010,7,58,919,17,436,7182,27231,4360,16.01
50023,2010,9,94,1394,26,1083,18538,59534,5880,9.88
50025,2010,7,51,885,19,684,13585,44513,4259,9.57
50027,2010,8,120,2402,29,550,9545,56670,7079,12.49
51001,2010,10,87,1315,10,251,4345,33164,1528,4.61
51003,2010,7,81,1223,21,941,22434,98970,15462,15.62
51011,2010,5,23,360,3,147,2054,14973,445,2.97
51013,2010,9,41,953,42,1542,43863,207627,5136,2.47
51015,2010,12,79,1342,11,271,4242,73750,9496,12.88
51019,2010,5,23,444,10,308,6954,68676,7638,11.12
51027,2010,6,67,1128,6,241,3212,24098,1357,5.63
51041,2010,30,274,4623,41,2429,46846,316236,116514,36.84
51047,2010,4,31,592,11,382,6679,46689,2194,4.7
51051,2010,5,25,395,4,146,2341,15903,30,0.19
51053,2010,4,34,535,6,154,2617,28001,5848,20.89
51059,2010,43,224,5007,184,8663,239959,1081726,205515,19.0
51061,2010,5,24,465,12,555,13403,65203,8123,12.46
51079,2010,4,23,341,3,98,1713,18403,0,0.0
51083,2010,9,65,823,9,163,2737,36241,9534,26.31
51085,2010,9,86,1173,14,932,17264,99863,19821,19.85
51087,2010,28,308,4957,67,3319,69451,306935,69020,22.49
51089,2010,12,146,2051,14,300,4882,54151,10402,19.21
51107,2010,16,110,2137,49,3551,85294,312311,39430,12.63
51121,2010,7,76,1169,17,616,11978,94392,7891,8.36
51135,2010,4,30,476,5,57,957,15853,7976,50.31
51143,2010,13,96,1273,8,237,3387,63506,9790,15.42
51147,2010,4,65,796,6,110,1832,23368,3510,15.02
51153,2010,22,153,3086,62,3387,81552,402002,82733,20.58
51155,2010,8,71,1233,7,314,5751,34872,5227,14.99
51165,2010,11,72,1000,11,290,4468,76314,14849,19.46
51167,2010,5,33,488,5,151,2319,28897,2118,7.33
51169,2010,8,55,853,5,296,4616,23177,2780,12.0
51191,2010,11,112,1676,13,532,8640,54876,6863,12.51
51193,2010,5,27,430,5,132,2066,17454,3074,17.61
51195,2010,13,83,1392,10,551,8278,41452,3924,9.47
51197,2010,6,30,629,5,166,2446,29235,1167,3.99
51510,2010,8,35,748,29,1459,40888,139966,0,0.0
51520,2010,5,37,487,6,385,6985,17835,5023,28.16
51540,2010,4,63,1004,19,760,16939,43475,1153,2.65
51590,2010,12,119,1967,17,391,6588,43055,6395,14.85
51640,2010,3,52,869,4,165,2774,7042,190,2.69
51660,2010,11,104,1893,17,633,11302,48914,4208,8.6
51670,2010,5,28,552,8,133,2500,22591,6541,28.95
51680,2010,11,103,1622,15,679,12905,75568,19951,26.4
51740,2010,18,154,2459,13,559,10005,95535,14240,14.91
51760,2010,25,198,3359,63,1568,31329,204214,41569,20.36
51770,2010,16,136,2389,26,837,15812,97032,23017,23.72
51800,2010,7,57,903,17,679,10919,84585,16356,19.34
51810,2010,40,415,6280,73,3629,67248,437994,78720,17.97
51820,2010,6,73,1057,8,373,7525,21006,3256,15.5
53005,2010,9,175,2842,19,991,26170,175177,37788,21.57
53007,2010,5,83,1506,19,648,14628,72453,15758,21.75
53011,2010,12,167,2898,57,2580,63703,425363,88356,20.77
53015,2010,11,185,4133,15,649,15779,102410,27626,26.98
53025,2010,4,57,990,22,566,12768,89120,20205,22.67
53027,2010,10,72,1537,34,639,16362,72797,14221,19.53
53033,2010,63,609,10885,498,17666,479038,1931249,333424,17.26
53041,2010,6,92,2190,29,677,15242,75455,12728,16.87
53053,2010,34,734,9815,142,4554,127343,795225,266740,33.54
53061,2010,24,254,4182,152,5455,148707,713335,173059,24.26
53063,2010,23,339,5854,83,3738,94860,471221,80077,16.99
53065,2010,4,19,296,9,259,5953,43531,12902,29.64
53073,2010,9,91,1487,34,1701,39316,201140,50884,25.3
53077,2010,13,129,2160,62,1812,40423,243231,30242,12.43
54005,2010,7,83,1285,6,173,3495,24629,751,3.05
54011,2010,22,189,3184,18,674,13561,96319,12569,13.05
54019,2010,12,83,1379,13,291,5592,46039,6288,13.66
54025,2010,12,135,2181,6,232,5011,35480,3720,10.48
54027,2010,7,43,606,4,87,1296,23964,6117,25.53
54033,2010,16,142,2110,13,405,8199,69099,11092,16.05
54035,2010,7,54,877,3,124,2677,29211,3449,11.81
54039,2010,40,318,5402,39,1572,32029,193063,48214,24.97
54045,2010,9,65,1056,14,305,5743,36743,1933,5.26
54049,2010,12,90,1487,8,310,5441,56418,7896,14.0
54051,2010,5,55,789,6,219,4509,33107,8418,25.43
54055,2010,15,147,2040,15,372,8119,62264,13304,21.37
54059,2010,6,42,730,5,57,855,26839,271,1.01
54061,2010,11,88,1523,13,651,14551,96189,24543,25.52
54077,2010,9,79,1588,5,121,1681,33520,7447,22.22
54081,2010,20,185,3014,15,508,10351,78859,25057,31.78
54097,2010,5,33,546,5,159,3175,24254,961,3.96
54099,2010,5,34,531,6,98,1415,42481,5924,13.95
54103,2010,7,41,648,6,141,2380,16583,7203,43.44
55005,2010,10,212,4070,8,298,4947,45870,3811,8.31
55025,2010,24,403,6995,77,4623,84997,488073,110749,22.69
55035,2010,8,77,960,15,965,13653,98736,26549,26.89
55039,2010,12,195,4056,14,823,14560,101633,14228,14.0
55043,2010,10,197,3141,12,302,4581,51208,6565,12.82
55045,2010,7,104,1892,7,267,4766,36842,5301,14.39
55055,2010,7,28,671,15,685,9930,83686,7620,9.11
55059,2010,10,93,1435,26,1197,27491,166426,46129,27.72
55069,2010,6,37,561,5,414,5761,28743,4904,17.06
55073,2010,16,276,5440,28,1085,17541,134063,27814,20.75
55075,2010,6,30,450,11,559,7526,41749,7521,18.01
55079,2010,62,774,12947,203,6912,144515,947735,124078,13.09
55085,2010,5,27,447,6,404,5964,35998,4305,11.96
55093,2010,3,42,789,7,306,4886,41019,5318,12.96
55095,2010,8,44,652,12,377,5962,44205,983,2.22
55099,2010,7,75,1074,4,177,2997,14159,1638,11.57
55101,2010,13,218,3434,36,895,16755,195408,57826,29.59
55105,2010,17,301,5174,24,982,21369,160331,49550,30.9
55111,2010,10,226,4312,13,529,8156,61976,3246,5.24
55115,2010,6,31,419,6,171,2921,41949,6489,15.47
55135,2010,10,214,4635,9,514,8042,52410,8031,15.32
55137,2010,5,49,958,8,180,2906,24496,309,1.26
56007,2010,5,46,954,5,123,4082,15885,8596,54.11
56013,2010,6,60,1361,10,494,7705,40123,6165,15.37
56021,2010,5,55,825,10,470,11108,91738,22102,24.09
56025,2010,9,84,1496,11,409,9847,75450,32267,42.77
